第四轮5万专项候选ID,费用场景,年学费上限,5万内中外合作或高收费专业数,超过5万专业数,费用待核专业数,场景内最低学费,场景内最高学费,5万内专业摘要,费用风险提示,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4FEEGROUP-d27faf894965ff75,5万内中外合作/高收费专项,50000,0,2,0,,,,2个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,辽宁省,辽宁省,,F492,大连大学,F49208,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 68 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；562-494=+68；历史最高等位分差=68。,515,91723,494,497,481,562,562-494=+68,,,,,1,2025,562,562-494=+68,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.18 机械设计制造及其自动化（中外合作[M-eec817d4a312b7af]；2.19 计算机科学与技术（中外合作办学）F493 辽宁科技学院（公办）（辽宁）[M-0a7b755fc8906e2d],,117,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-19.0,G-2a8e2eb5fbe930f1,STABLEGROUP-f445d980e0e41c9b
R4FEEGROUP-49183f481d13ddb6,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,辽宁省,教育部,,A071,大连理工大学,A07104,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 132 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；613-481=+132；626-497=+129；620-494=+126；历史最高等位分差=132。,515,91723,494,497,481,620,620-494=+126,626,626-497=+129,613,613-481=+132,3,2023；2024；2025,613-626,613-481=+132；626-497=+129；620-494=+126,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.15 计算机类（中外合作办学）（软件工程（中外合作办学）；数字媒体技术（中外合作办学）：物联网工程（中外合作办学）；就读大连开发区校区.与日本立金馆大学合作，琴起点学习日语，部分课程采用蒸语、日语授课，非英语语种考生慎重报考）A073 东北大学（...[M-d8e2292059e6cf31],就读大连开发区校区,22,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-23.0,G-21a952547ae34b59,STABLEGROUP-ecf24635b2b25888
R4FEEGROUP-97843274865e11cb,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,辽宁省,辽宁省,,F470,大连交通大学,F47008,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 83 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；564-481=+83；历史最高等位分差=83。,515,91723,494,497,481,,,,,564,564-481=+83,1,2023,564,564-481=+83,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.17 机械工程（中外合作办学）（中美合作办学，非英语语种考生慎重报考；办学地点：旅顺口校区）[M-79048caf61491044],旅顺口校区,114,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-31.75,G-7b4ea8d446a6f566,STABLEGROUP-f52fb72b67a06706
R4FEEGROUP-997a0fff2c80f48e,5万内中外合作/高收费专项,50000,0,3,0,,,,3个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,辽宁省,交通运输部,,A075,大连海事大学,A07507,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 104 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；601-497=+104；571-494=+77；历史最高等位分差=104。,515,91723,494,497,481,571,571-494=+77,601,601-497=+104,,,2,2024；2025,571-601,601-497=+104；571-494=+77,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.27 电子信息工程（中外合作办学）（外方盒作学校为英国思克莱德大学，非英语语种考生慎报）[M-29989c634889d88f]；2.28 机械设计制造及其自动化（中外合作办学）（外方合作学校为英国思克莱德大学，非英语语种考生慎报）[M-5a826f72eb060579]；3.29 船舶与海洋工程（中外合作办学）（外五食作学校为英国思克莱德大学，非英语语种考生慎报）A079 吉林大学（公办）（吉林）[M-d00c26dbacdf01ae],,23,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-33.0,G-d3f006c8e5f4feff,STABLEGROUP-42560f5711c782f2
R4FEEGROUP-8455203d8b083d98,5万内中外合作/高收费专项,50000,0,2,0,,,,2个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified,辽宁省,教育部,,A325,大连理工大学（盘锦校区）,A32503,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 122 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；603-481=+122；605-497=+108；585-494=+91；历史最高等位分差=122。,515,91723,494,497,481,585,585-494=+91,605,605-497=+108,603,603-481=+122,3,2023；2024；2025,585-605,603-481=+122；605-497=+108；585-494=+91,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.07 计算机科学与技术（中外合作办学）（与澳大利亚昆士兰科技大学合作，部分课程采用英语授课，非英语语种意生慎重报考；办学地点：大连理工大学盘锦校区）[M-c5ab36b3c34adccf]；2.08 生物医学工程（中外合作办学）（不招色育、色弱考生.与澳大利亚昆士兰科技大学合作，部分课程采用英语授课，非莢语语种煮生慎重报考；办学地点：大连理工大学盘锦校区）[M-04cbe15ea322d16b],大连理工大学盘锦校区,61,left,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-36.5,G-5539740f7f020f74,STABLEGROUP-d4e738ad1487ce63
R4FEEGROUP-a3992ca61049b27c,5万内中外合作/高收费专项,50000,0,5,0,,,,5个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,大连市,教育部所在地,大连市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,辽宁省,教育部,,A325,大连理工大学（盘锦校区）,A32504,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 104 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；585-481=+104；历史最高等位分差=104。,515,91723,494,497,481,,,,,585,585-481=+104,1,2023,585,585-481=+104,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,true,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.09 数理基础科学（中外合作办学）（与英国莱斯特大学合作，部分课程采用英通授课，非英语语种煮生慎票报考：办学地点：大连理工大学盘锦校区）[M-09b3ffe0e8ba8bb8]；2.10 过程装备与控制工程（中外合作办G.AKAZ院校及专业代号学）（与英国莱斯特大学合作，部分课程采用英语授课，非英语语种考生慎重报考；办学地点：大连理工大学盘锦[M-b3698b35bf779132]；3.11 应用化学（中外合作办学）（与英国莱哲特大学合作，部分课程采用英语授课，韭英语语种考生慎重报考：办学地点：大连理工大学盘锦校区）[M-b31072f6ef63c209]；4.12 药学（中外合作办学）（不招色盲、色弱考生，与英国莱斯特大学合作程采用英语授课，非英语语种考生协雲报考；办学地点：大连理工大学盘锦[M-987fa9c29a0ac61e]；5.13 环境生态工程（中外合作办学）（与英国莱斯特大学合作，部分课程采用英语授课，非英语语种考生慎重报考；办学地点：大连理工大学盘锦校区）A329 东北大学素皇岛分校（公办）（河北）[M-a05eb5986dbff7f0],大连理工大学盘锦校区,61,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-41.0,G-076e8f6ce969f675,STABLEGROUP-9b351a8f207dd3d4
R4FEEGROUP-044bc66976d11dc0,5万内中外合作/高收费专项,50000,0,0,3,,,,3个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,河北省,河北省,,F179,河北工业大学,F17909,09,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,4,0,1,1,1,1,0,0,0,0,4,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.30 电子信息工程（中外合作办学）（河北工业本学利物浦学院招失专业，由本校与英国利物浦大学联合开办学制[M-e3d58f7e32cf2b88]；2.4 年，采用“4+0”培养模式，四年培养过程全部在河北工业大学天津校区进行，学费为 85000元人民币/学年）[M-6b0efdceee42f46c]；3.31 计算机科学与技本（中外合作办学）（单色识别不全不予录取.河北工业大学利物浦学院招生专业，由本校与英国利物浦大学联合开办，学制4年，采用“4+0”培养模式，四年培养过全部在河北工业大学天津校区进行，学费为85000元人民币/学年）[M-975701acbec794e1]；4.32 机器人工程（中外合作办学）（河北工业大学利物浦学院招生专业，由本校与英国利物浦大学联合开办，学制4年，米用 4+0 培养模式，四年培养过全部在河北工业大学天津校区进行，学费为85000元人民币/学年）[M-d860ab71cae6e7cf],程全部在河北工业大学天津校区；过全部在河北工业大学天津校区,99,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,29.0,G-56760652347f3f76,STABLEGROUP-2dd795d4e3d92b60
R4FEEGROUP-a644464a3c2b3dd4,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,河北省,河北省,,F179,河北工业大学,F17911,11,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.34 物联网工程（中外合作办学）（物联网工程（中外合作办学）是本校与新西兰梅西大学的合作办学项目，学制4年采用“4+0”培养模式，四年培养过程舍邹在河北工业大学廊坊校区进行.学F180华北理工大学（公办）（河北）[M-7d47268db3bded74],程舍邹在河北工业大学廊坊校区,99,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,25.0,G-e0420218b1cade15,STABLEGROUP-66d8382ab8361a2b
R4FEEGROUP-1d7c5d0145de086a,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,河北省,河北省,,F179,河北工业大学,F17910,10,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,"1.33 大数据管理与应用（中外合作办学）（河北工业大学卡普顿学院招生专，由本校与加拿太卡普顿大学联合办学制4年，采用“4+0""培养模式，四年培养过程全部在河北工业大学廊校区进行，学费为 56000元人民币/[M-2309d1f506ea2946]",过程全部在河北工业大学廊校区,99,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,21.0,G-fa3d70610750465c,STABLEGROUP-6d86c2700ccf8f0e
R4FEEGROUP-5fb931aa6dc42fcc,5万内中外合作/高收费专项,50000,0,0,2,,,,2个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,天津市,天津市,,F092,天津工业大学,F09207,07,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.34 电气工程及其自动化（中外合作办学）[M-be2bece394acd796]；2.35 通信工程（中外合作办学）F093 天津理工大学（公办）（天津）[M-5f3ef4cd086e0ee4],,95,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,20.0,G-d94592ea5b900137,STABLEGROUP-179a1b64193cefed
R4FEEGROUP-9c071c3f48d28100,5万内中外合作/高收费专项,50000,0,0,2,,,,2个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,天津市,天津市,,F105,天津城建大学,F10506,06,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.28 士本工程（中外合作办学）（与波兰比垩威斯托克工业大学合办，学生须在大三年级出国访学一年）[M-261a74bb766cc180]；2.29 环境工程（中外合作办学）（与波兰比亚威斯托克工业大学合办，学生须在本三年级出国访学一年；不招色弱、色盲、单色不识别的考生）F106天津中德应用技术大学（公办）（天津）[M-9654da48c7ec0024],,97,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,12.0,G-f84852f097a0d242,STABLEGROUP-6970f1758b9bca6e
R4FEEGROUP-11424fca76a905b2,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,天津市,教育部所在地,天津市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,天津市,天津市,,F091,天津科技大学,F09105,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 68 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；549-481=+68；544-497=+47；541-494=+47；历史最高等位分差=68。,515,91723,494,497,481,541,541-494=+47,544,544-497=+47,549,549-481=+68,3,2023；2024；2025,541-549,549-481=+68；544-497=+47；541-494=+47,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.32 财务管理（中外合作办学）（与澳大利亚南十字星大学合作办学；办学地点：[M-8bf3f5d9e27fe853],,94,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-32.0,G-a886801a606748d2,STABLEGROUP-27676cf38987f1a5
R4FEEGROUP-dbe04288cc12327c,5万内中外合作/高收费专项,50000,1,0,1,48000,48000,42 机械设计制造及其自动化（中外合作办学）｜学费:48000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,孝感市,教育部所在地,孝感市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,湖北省,湖北省,,C127,湖北工程学院,C12711,11,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.42 机械设计制造及其自动化（中外合作办学）[M-55bc6b7c3f836075]；2.43 电气工程及其自动化（中外合作办学）C128 湖北经济学院（公办）（湖北）[M-bf6b5be2adf1839d],,75,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,36.0,G-335de4efdd0c10e4,STABLEGROUP-58539ef8582cd570
