第四轮5万专项候选ID,费用场景,年学费上限,5万内中外合作或高收费专业数,超过5万专业数,费用待核专业数,场景内最低学费,场景内最高学费,5万内专业摘要,费用风险提示,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4FEEGROUP-8c33e1d043415276,5万内中外合作/高收费专项,50000,2,0,0,50000,50000,05 机械设计制造及其自动化（中外合作办学〉（属于高收费项目；办学地点：阎｜学费:［50000｜预算内中外合作/高收费可讨论；06 直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）｜学费:50000｜预算内中外合作/高收费可讨论,2个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,西安市,教育部所在地,西安市,西安,西安,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,陕西省,陕西省,,K487,西安航空学院,K48704,04,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 12 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；506-494=+12；历史最高等位分差=12。,515,91723,494,497,481,506,506-494=+12,,,,,1,2025,506,506-494=+12,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.05 机械设计制造及其自动化（中外合作办学〉（属于高收费项目；办学地点：阎[M-4c5d8bf8bc78fd43]；2.06 直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）[M-df0a1e1f46c48947],阎良校区,226,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,71.0,G-935d37c9c17b0a96,STABLEGROUP-0a4f5dffb286c1a7
R4FEEGROUP-98bb5ef8f2d397f3,5万内中外合作/高收费专项,50000,1,0,0,50000,50000,04 计算机科学与技术（中外合作办学）（属于高收费项目；办学地点：阎良｜学费:50000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,西安市,教育部所在地,西安市,西安,西安,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,陕西省,陕西省,,K487,西安航空学院,K48703,03,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 18 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；515-497=+18；497-494=+3；历史最高等位分差=18。,515,91723,494,497,481,497,497-494=+3,515,515-497=+18,,,2,2024；2025,497-515,515-497=+18；497-494=+3,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.04 计算机科学与技术（中外合作办学）（属于高收费项目；办学地点：阎良[M-03904cd5b3a6cbd2],,226,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,48.5,G-59294f9eefd08b10,STABLEGROUP-25cfb71ffa3d13c9
R4FEEGROUP-d451128ab09d66a4,5万内中外合作/高收费专项,50000,1,0,0,24000,24000,05 药物制剂（中外合作办学）（色真、色弱考生限报；办学地点：花溪区栋青路4K260贵州师范大学（公办）（贵州）｜学费:24000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K259,贵州中医药大学,K25905,05,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -16 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；478-494=-16；历史最高等位分差=-16。,515,91723,494,497,481,478,478-494=-16,,,,,1,2025,478,478-494=-16,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.05 药物制剂（中外合作办学）（色真、色弱考生限报；办学地点：花溪区栋青路4K260贵州师范大学（公办）（贵州）[M-464364e9cc87801f],,215,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,66.0,G-c4e4805282af7d08,STABLEGROUP-4012572e24599ca5
R4FEEGROUP-c7ba9f6b167b9583,5万内中外合作/高收费专项,50000,1,0,0,16000,16000,65 软件工程（中外合作办学）（该专业以外语授课时语种为英语，以其它语种資高部孝院校专业组及专业代号报考该专业的考生应慎重）｜学费:16000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,银川市,教育部所在地,银川市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,宁夏回族自治区,国家民委,,A207,北方民族大学,A20713,13,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 21 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；502-481=+21；历史最高等位分差=21。,515,91723,494,497,481,,,,,502,502-481=+21,1,2023,502,502-481=+21,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.65 软件工程（中外合作办学）（该专业以外语授课时语种为英语，以其它语种資高部孝院校专业组及专业代号报考该专业的考生应慎重）[M-b9636c8ede3ef6cf],,58,left,R3-P2官网后人工确认,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,47.75,G-12c71167b9d1f8bf,STABLEGROUP-9e869d796161f46b
R4FEEGROUP-67dc1587ed7d8699,5万内中外合作/高收费专项,50000,1,0,0,26000,26000,25 电子信息工程（中外合作办学）（与韩国青云大学合作办学：办学地点：卫星校区）｜学费:26000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F600,长春大学,F60017,17,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -8 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；486-494=-8；历史最高等位分差=-8。,515,91723,494,497,481,486,486-494=-8,,,,,1,2025,486,486-494=-8,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.25 电子信息工程（中外合作办学）（与韩国青云大学合作办学：办学地点：卫星校区）[M-580d701c209d0882],卫星校区,122,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,66.0,G-f2091a7e79c7d190,STABLEGROUP-cfc3e3ace3802889
R4FEEGROUP-d73b130961349114,5万内中外合作/高收费专项,50000,1,0,0,40000,40000,30 电气工程及其自动化（中外合作办学）（与美国杨斯顿州立大学合作办学，录取有专业志愿的考生，宜英语考生填报；办学地点：净月校区）｜学费:40000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F583,吉林建筑大学,F58307,07,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 1 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；历史最高等位分差=1。,515,91723,494,497,481,,,,,482,482-481=+1,1,2023,482,482-481=+1,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.30 电气工程及其自动化（中外合作办学）（与美国杨斯顿州立大学合作办学，录取有专业志愿的考生，宜英语考生填报；办学地点：净月校区）[M-0bed49d5c55bb34f],净月校区,120,left,R3-P2官网后人工确认,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,57.75,G-dfc21415f45fcb0f,STABLEGROUP-34273416e94d3ae7
R4FEEGROUP-f4b6eecb696a740f,5万内中外合作/高收费专项,50000,1,0,0,26000,26000,24 自动化（中外合作办学）（与俄罗斯马斯季诺夫波罗的海国立技术大学合作办学：办学地点：卫星校区）｜学费:26000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F600,长春大学,F60016,16,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 10 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；504-494=+10；历史最高等位分差=10。,515,91723,494,497,481,504,504-494=+10,,,,,1,2025,504,504-494=+10,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.24 自动化（中外合作办学）（与俄罗斯马斯季诺夫波罗的海国立技术大学合作办学：办学地点：卫星校区）[M-3f6c86ee41c1be8a],卫星校区,122,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,55.5,G-f5a9e8d0e8d1e1ac,STABLEGROUP-d1ac2242ddf22fa8
R4FEEGROUP-e259c3c357a0f5de,5万内中外合作/高收费专项,50000,1,0,0,26000,26000,19 计算机科学与技术（中外合作办学）（与澳大利亚南十字星大学合作办学专业.主干课用英语授课，種著生债董报零，擎地点：姿背被P592 白城师范学院（公办）（吉林）｜学费:26000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,吉林省,吉林省,,F591,长春师范大学,F59108,08,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 29 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；510-481=+29；历史最高等位分差=29。,515,91723,494,497,481,,,,,510,510-481=+29,1,2023,510,510-481=+29,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.19 计算机科学与技术（中外合作办学）（与澳大利亚南十字星大学合作办学专业.主干课用英语授课，種著生债董报零，擎地点：姿背被P592 白城师范学院（公办）（吉林）[M-93f14320c69b760e],,121,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,49.75,G-9b8d0c48557cf904,STABLEGROUP-6d8463d076acf414
R4FEEGROUP-66d178cb913a081a,5万内中外合作/高收费专项,50000,1,0,0,40000,40000,"40 电气工程及其自动化（中外合作办学）（与乌兹别克斯坦国家研究型大学塔什干灌溉与农业机械学院合作办学“4+0""双证，不招色盲色弱具不招单色识别不全者：办学地点：南湖校区）｜学费:40000｜预算内中外合作/高收费可讨论",1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F582,长春工业大学,F58211,11,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 30 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；511-481=+30；历史最高等位分差=30。,515,91723,494,497,481,,,,,511,511-481=+30,1,2023,511,511-481=+30,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,"1.40 电气工程及其自动化（中外合作办学）（与乌兹别克斯坦国家研究型大学塔什干灌溉与农业机械学院合作办学“4+0""双证，不招色盲色弱具不招单色识别不全者：办学地点：南湖校区）[M-f3057590149e47c9]",南湖校区,119,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,40.5,G-4721dd04d32ca48e,STABLEGROUP-7230d44da35d3e60
R4FEEGROUP-a77930d7229c0a2c,5万内中外合作/高收费专项,50000,1,0,0,40000,40000,41 统计学（中外合作办学）（与乌兹别克斯坦国家研究梨大学塔什干灌溉与农业机械学院合作办学”4+0”双证：办学地点：北湖校区）F583 吉林建筑大学（公办）（吉林）｜学费:40000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,长春市,教育部所在地,长春市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F582,长春工业大学,F58212,12,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 30 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；511-481=+30；历史最高等位分差=30。,515,91723,494,497,481,,,,,511,511-481=+30,1,2023,511,511-481=+30,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.41 统计学（中外合作办学）（与乌兹别克斯坦国家研究梨大学塔什干灌溉与农业机械学院合作办学”4+0”双证：办学地点：北湖校区）F583 吉林建筑大学（公办）（吉林）[M-d094e7aca91f6c96],北湖校区,119,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,40.5,G-a42e717a8cda0c10,STABLEGROUP-04fbe74850977525
R4FEEGROUP-873ef0a8f79fc971,5万内中外合作/高收费专项,50000,1,0,0,22800,22800,67 机械设计制造及其自动化（中外合作办学）（非英语语种考生慎报）｜学费:22800｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,5万内高收费/中外合作主表,true,false,黄石市,教育部所在地,黄石市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,湖北省,湖北省,,C138,湖北理工学院,C13815,15,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -1 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；495-497=-2；493-494=-1；历史最高等位分差=-1。,515,91723,494,497,481,493,493-494=-1,495,495-497=-2,,,2,2024；2025,493-495,495-497=-2；493-494=-1,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.67 机械设计制造及其自动化（中外合作办学）（非英语语种考生慎报）[M-5edc934771dbf416],,79,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,66.0,G-21e14f5f768e5237,STABLEGROUP-2d9d78d4083b4d28
