第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-2ce06fc8c94c1dec,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：师范相关2个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K489,陕西学前师范学院,K48904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,0,2,0,0,3,4,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,4,2,226,right,1.07 食品科学与工程（不招收色盲、色弱考生；办学地点：长安校区）[M-8999d35332ae0d08]；2.08 化学（师范类；不招收色盲、色弱考生；办学地点：长安校区）[M-a7864db169bbef99]；3.09 盛用化学（不招收色盲、色弱考生；办学地点：长安校区）[M-d7cfb770b23f8c51]；4.10 数学与应用数学（师范类；办学地点：[M-198f1097354b5dd9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-900200bdf125ba3c,STABLEGROUP-2d4c1ac01c71303e
R1GROUP-1fe7b1c648cd927e,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个、师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H672,怀化学院,H67202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,1,1,0,0,3,5,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,-8,181,right,1.03 光电信息科学与工程[M-ad37284a28f17d15]；2.04 数学与应用数学（师范类）[M-e585256e0d80c387]；3.05 计算机科学与技术（不招单色识别不[M-330c6e5c7e4e3445]；4.06 网络空间安全（不招单色识别不全者）[M-02d69904e6b85d3c]；5.07 材料化学（不招色盲色弱）H673 湖南文理学院（公办）（湖南）[M-b1327e8f7dcbb291],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-4e0a6a98d4a32b76,STABLEGROUP-8d75add4d1a81e30
R1GROUP-3260b262a0339d91,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：计算机相关1个、师范相关2个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H669,湘南学院,H66904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,21,6,181,left,1.09 数学与应用数学（师范类；办学地点：王仙校区）10𠊿息与计算科学（办学地点：王仙校[M-34a252f6c0755bb0]；2.11 新能源材料与器件（办学地点：王仙校[M-9fcb0d4fa9c55f3d]；3.12 计算机科学与技术（办学地点：王仙校[M-c03dd8c12e71f017]；4.13 智能制造工程（办学地点：王仙校区）H670衡阳师范学院（公办）（湖南）[M-86c2c7edd94d7f29],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-0713bec522ad5ae6,STABLEGROUP-a3f5426003f31d4d
R1GROUP-a0faaa19344a072e,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：计算机相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H569,洛阳理工学院,H56902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,13,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,27,4,176,left,1.07 无机非金属材料工程（办学地点：王城校区）[M-21ec746f755ac82d]；2.08 材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号[M-2cc22bcf0e2a741d]；3.09 高分子材料与工程（办学地点：王城校[M-bf580e3540429ec6]；4.10 机械设计制造及其自动化（办学地点：王城校区）[M-043a52695427ce4d]；5.11 材料成型及控制工程（办学地点：王城校区）[M-bc03df3c3c03dc89]；6.12 车辆工程（办学地点：王城校区）[M-92839f23836f58f8]；7.13 电气工程及其自动化（办学地点：开元校区）[M-71db63f050a46703]；8.14 计算机科学与技术（办学地点：开元校[M-5366510d96413cf9]；9.15 软件工程（办学地点：开元校区）[M-62f1cf06647848ef]；10.16 数据科学与大数据技术（办学地点：开元校区）[M-190424112cf7a592]；11.17 智能建造（办学地点：王城校区）[M-35fdbcb5d4775d6d]；12.18 新能源科学与工程（办学地点：王城校[M-8524f840be92ba36]；13.19 应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）[M-4e527141f805d494],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-216ddfce2ef34983,STABLEGROUP-f162bd8b5de3578c
R1GROUP-22a22ff1e1043b8e,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：师范相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F587,北华大学,F58703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,0,3,0,0,2,3,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,26,18,121,left,1.06 物理学（师范类；办学地点：丰满校区）[M-5ca95bb70550dbd6]；2.07 生物科学（师范类：色盲、单色识别熊昇常考生不予录取：办学地点：丰满校区）[M-fdef7413abca9298]；3.08 化学（师范类：色盲、色弱、单色识别能力异常考生不予录取；办学地点：丰满校区）[M-0b27eedc4c6366c4],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-18582677cde6eaaa,STABLEGROUP-a6aa55716a9273bd
R1GROUP-aaac231291295a35,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：师范相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C133,湖北师范大学,C13308,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,0,3,0,0,2,10,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,29,19,78,left,1.27 财务管理[M-2b2bf7ba5ddbb74e]；2.28 法学[M-1681fdbb9ffc76a8]；3.29 行政管理[M-606b2a99236cc4a7]；4.30 应用心理学[M-0c67733660e44d9c]；5.31 教育学类（师范类；含教育学、小学榮育、特教育专业）[M-adeb04761b818623]；6.32 英语（师范类；外语语种：英语）[M-74ea1eb1dbb79892]；7.33 商务英语（外语语种：英语）[M-c282296a41b7872f]；8.34 网络与新媒体[M-6a84a2cbd079de50]；9.35 教育技术学（师范类）[M-83f0e498a0275f39]；10.36 数字经济[M-9892a2015162e32b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-5f77ed0116e2701f,STABLEGROUP-0f9aa6aabe11e72d
R1GROUP-36f1232f68863b15,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：计算机相关2个；命中优先城市：西安；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K481,西安文理学院,K48103,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,28,28,225,right,1.03 软件工程（办学地点：高新校区）[M-2a7997e8e43e3817]；2.04 物联网工程（办学地点：高新校区）[M-8bf22d5f318436d5]；3.05 电子信息工程（办学地点：高新校区）K482榆林大学（公办）（陕西）[M-373c8a620fb6359d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-59cc65da1e42ff02,STABLEGROUP-38508bd6fca65afe
R1GROUP-79d26a810349c1b9,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：计算机相关2个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K439,西藏民族大学,K43907,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,2,0,2,0,0,0,0,2,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,19,12,222,left,1.07 数据科学与大数据技术（办学地点：泰[M-cd820567180aca41]；2.08 计算机科学与技术（办学地点：秦汉校[M-d432e2f5901f3f20],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-58dd4a55117d1609,STABLEGROUP-43929e541feca7da
R1GROUP-96011f0f49d14bd4,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C136,湖北美术学院,C13603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,1,1,78,right,1.12 智能交互设计（办学地点：县华林校C137 湖北第二师范学院（公办）（湖北）[M-ad659f92b259e8b8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-1cc01dc59ee47325,STABLEGROUP-62fb43869ac6cc47
R1GROUP-13762e889196f1eb,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F196,邢台学院,F19605,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,1,-2,102,left,1.05 数学与应用数学（师范类）P197沧州师范学院（公办）（河北）[M-c38c9356c4f8faf2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-e035400d6c2cde9a,STABLEGROUP-40bb20b0692b4749
R1GROUP-0f1809758f1461a6,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F346,山西工学院,F34601,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,9,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,1,-9,110,right,1.01 化学工程与工艺[M-6f69f3d6cc0a3fa1]；2.02 应用化学[M-e08655f569643a93]；3.03 新能源材料与器件[M-378f9c0ec43e312d]；4.04 材料成型及控制工程[M-08036c6c065a2c27]；5.05 车辆工程[M-764afd6fca8f6803]；6.06 机械设计制造及其自动化[M-5650e1bd7ebbba37]；7.07 智能制造工程[M-bc13909412c8e04d]；8.08 人工智能[M-961fe677cab688c7]；9.09 通信工程F348 山西电子科技学院（公办）（山西）[M-a96f91a316395f24],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d537cd367a341567,STABLEGROUP-8619943a8be43dfd
R1GROUP-28a4b9e3e298b79d,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个、师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H331,九江学院,H33104,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,1,0,0,1,1,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,11,-51,160,right,1.17 计算机科学与技术（与澳大利亚昆士兰大学“2+2“学分互认双学位联合培养，学生第三、四年需赴昆去兰大学学习，香则仅获中方学位.四年均番向九江学院缴纳学费，在国内学习期间需向外方授权方缴纳联合培养费.留学期间向昆士兰大学缴纳学费，建议英语语种考...[M-31835c637dd1c1ee],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-355bb1d70c547694,STABLEGROUP-38ad3fe7e7c35600
R1GROUP-b1289a0c410e707d,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F698,绥化学院,F69806,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,2,-10,126,right,1.07 电气工程及其自动化[M-c77d1c3f0b1771be]；2.08 计算机科学与技术[M-b3a6e7a64dcb0659]；3.09 水利水电工程[M-392824e47f55c7e4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-989ef1861dba920e,STABLEGROUP-0e29cc93fd59518c
R1GROUP-8d770266c878cab2,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H438,菏泽学院,H43803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,6,-17,168,left,1.07 数学与应用数学（师范类）H439山东财经大学（公办）（山东）[M-5dc28b56771d3f3b],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-350cfe9fc0c6e38f,STABLEGROUP-64a8e06381592f56
R1GROUP-19f7907268ecd25a,C1-偏好/城市且历史H1-H4；已进精选80,冲刺观察,命中偏好专业：计算机相关1个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F699,哈尔滨商业大学,F69902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,10,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,16,13,127,left,1.06 经济统计学（办学地点：北校区）[M-7cbfe07e07dc5a11]；2.07 金融学（办学地点：北校区）[M-b4dea31419120354]；3.08 金融工程（办学地点：北校区）[M-78ed397b4d596205]；4.09 人力资源管理（办学地点：北校区）[M-22cfeefa12e74ab7]；5.10 物流管理（办学地点：北校区）[M-031300bc819e2ac6]；6.1 物流工程（办学地点：北校区）[M-3808401bd037bbfc]；7.12 质量管理工程（办学地点：北校区）[M-3306d4513abbe8ca]；8.13 审计学（办学地点：北校区）[M-99650d2b77868ac7]；9.14 大数据管理与应用（办学地点：北校[M-d8895a1870ff420d]；10.15 数字经济（办学地点：北校区）[M-277c4e83ff93e184],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-6c6ce1b442e36fab,STABLEGROUP-86325f3a735a2af7
R1GROUP-94a5165430a75d4f,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F596,吉林工商学院,F59603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,7,-14,122,left,1.11 机械设计制造及其自动化[M-d3472f3358a4a693]；2.12 人工智能[M-830ed1c293ce9823]；3.13 食品质量与安全F597 长春工程学院（公办）（吉林）[M-1e75b16f3daae188],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-7cadfe15744db6fe,STABLEGROUP-686cd99892518223
R1GROUP-355ae68fd52ced61,C1-偏好/城市且历史H1-H4,冲刺观察,命中偏好专业：师范相关1个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H227,泉州师范学院,H22705,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,17,-2,148,right,1.24 生物科学（师范类；办学地点：泉州主校区）[M-91516aa87c54e103],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-32c7706a1ccc2b67,STABLEGROUP-743c43a4c56c4ed9
R1GROUP-018583767221cbdf,C1-偏好/城市且历史H1-H4,冲刺观察,命中偏好专业：计算机相关1个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C128,湖北经济学院,C12811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,18,11,75,left,1.60 会计学[M-514bd54ba39aaca6]；2.61 会计学（大数据会计创新实验班）[M-6070db92824c351a]；3.62 法学[M-8f36b29553ae9f4b]；4.63 法学（卓越法治拔尖人才实验班）[M-342e2f2013f6f338]；5.64 法学（数智法治人才实验班）[M-be74276fc8cb8891],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b182864b40284ac6,STABLEGROUP-01cb450a586e5f9c
R1GROUP-bbacd6ca15f9e2a5,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K484,安康学院,K48402,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,10,-17,226,left,1.02 应用化学（办学地点：江北校区）[M-444f760afc436e80]；2.03 物联网工程（办学地点：江北校区）K485西安财经大学（公办）（陕西）[M-6d46e7cceda5f196],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-a01e54a5a2118ee3,STABLEGROUP-0ca62697bb5f0bb7
R1GROUP-e754b4d03a72b6db,C1-偏好/城市且历史H1-H4,冲刺观察,命中偏好专业：师范相关1个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K073,长江师范学院,K07303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,21,17,205,left,1.04 日语（师范类）[M-68aeff60f229987b]；2.05 物流工程[M-84e401b1a34b9b5a]；3.06 旅游管理[M-b4d54b5fbfaef814]；4.07 工程造价[M-18c7baeb51ec02f4],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b1e8a601a5a787a0,STABLEGROUP-abb802c2920b79b1
R1GROUP-6a4be0c418cb7041,C1-偏好/城市且历史H1-H4,冲刺观察,命中偏好专业：师范相关1个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K472,陕西理工大学,K47205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,3,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,21,-1,225,left,1.09 应用心理学[M-826b08fb4f505582]；2.10 英语（师范类）[M-c310ff1aaebca487]；3.11 网络与新媒体[M-295d777aaa349064],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8f19257e067502b4,STABLEGROUP-8baa490e78ff636f
R1GROUP-17dc37b778f368ff,C1-偏好/城市且历史H1-H4,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F686,东北石油大学,F68603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,21,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,12,12,124,right,1.04 测控技术与仪器（办学地点：大庆校[M-302b8e953c5210a9]；2.05 电气工程及其自动化（办学地点：大庆校区）[M-2107210ff55121fc]；3.06 高分子材料与工程（秦皇岛校区就读）[M-8d2dd9ce8b8abfaf]；4.07 过程装备与控制工程（办学地点：大庆校区）[M-8812697f88e88cfa]；5.08 化学工程与工艺（办学地点：大庆校[M-ee40caa8b655c6ac]；6.09 机械设计制造及其自动化（办学地点：大庆校区）[M-1d45a43dabb32a61]；7.10 过算机科学与技术（办学地点：大庆校校院业组及妻业代号[M-f18d5694c4e20896]；8.11 勘查技术与工程（办学地点：大庆校[M-b817c93814046065]；9.12 软件工程（办学地点：大庆校区）[M-90c269715b1e9f5f]；10.13 石油工程（办学地点：大庆校区）[M-e21a43dc35fab365]；11.14 应用物理学（办学地点：大庆校区）[M-60f5fe3fbf0a861b]；12.15 油气储运工程（办学地点：大庆校区）[M-8121beef9fbbf8ef]；13.16 石油工程（实验班：学制 3.5+X，阶段考核和分流培养；办学地点：大庆校区）[M-80cf36b6e92aec5b]；14.17 自动化（融创班：依托学校现代产业学院办学；办学地点：大庆校区）[M-dcca5f2358e4d142]；15.18 应用化学（融创班：依托学校现代产业学院办学：办学地点：大庆校区）[M-ea99bd4519265525]；16.19 地球信息科学与技术（办学地点：大庆[M-69adf0e355c1c610]；17.20 储能科学与工程（秦皇岛校区就读）[M-c5e476991d006b21]；18.21 生木工程（賀慧建工方向班；办学地点：大庆校区）[M-f4ecc16b993d57cf]；19.22 生木工程（智慧建造方向班；办学地点：大庆校区）[M-14266a4cff3eb29d]；20.23 能源与环境系统工程（办学地点：大庆[M-4527796800ec5a51]；21.24 智能材料与结构（秦皇岛校区就读）F687 佳木斯大学（公办）（黑龙江）[M-f588d48203fef673],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d09b50b989929120,STABLEGROUP-1d19f1a89c2ca2cd
