第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-64a45b17ee38d4aa,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,北京市,教育部,,A053,中国政法大学,A05308,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 110 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；604-494=+110；历史最高等位分差=110。,515,91723,494,497,481,604,604-494=+110,,,,,1,2025,604,604-494=+110,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.20 法学（办学地点：北京昌平）[M-55e59bcc5376dbd0]；2.21 社会工作（办学地点：北京昌平）[M-6fb87c4c9c4e23c1]；3.22 国际商务（涉外法商人才培养实验班本专业人才培养模式改革有关安排详见章程：办学地点：北京昌平）[M-43f671b8b910bafb]；4.23 经济学（办学地点：北京昌平）[M-20990c00532ed456]；5.24 信息管理与信息系统（北理联合培养数据法学实验班：由我校和北京理工大学联合培养，第二年，提子两校联合学士学位，详见章程；办学地点：北京昌平）[M-4eae3ab41a011e2e]；6.25 法学（金融双学士学位项目：商学院培养，可获得法学和金融工程专业内个学士学位，详见章程；办学地点：北[M-e4ccda867ff327bf]；7.26 工商管理（创新与知产管理方向；办学地点：北京昌平）[M-d8629c66c20f2208]；8.27 纪检监察（卓越法纪人才培养实验班本专业人才培养模式改革有关安排详见章程：办学地点：北京昌平）[M-9f99f3cf72be5d6d],,19,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-32.5,G-1eae856a68677408,STABLEGROUP-f3084b13e0b369b5
R4GROUP-fc3f72b729e60993,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,北京市,北京市,,F013,北京物资学院,F01305,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 74 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；555-481=+74；558-497=+61；历史最高等位分差=74。,515,91723,494,497,481,,,558,558-497=+61,555,555-481=+74,2,2023；2024,555-558,555-481=+74；558-497=+61,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.08 物联网工程[M-29e6bc3f2ca27d4d]；2.09 应用统计学[M-0a6d8f981b4be5d5],,93,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-32.5,G-0f2403462bdc99f7,STABLEGROUP-fbc353cbc33a64a8
R4GROUP-f2bc67b2c38f425c,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,北京市,教育部,,A010,北京化工大学,A01003,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 111 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；588-481=+107；608-497=+111；历史最高等位分差=111。,515,91723,494,497,481,,,608,608-497=+111,588,588-481=+107,2,2023；2024,588-608,588-481=+107；608-497=+111,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.09 工科试验班（未来生物科技；生物制造（领军班）、生物制造（菁英班）：不招色盲色弱、单色识别异常考生；办学地点：朝阳校区/昌平校区）[M-53a81412084e8818]；2.10 理科试验班（化学基础拔尖：化学（基地班）、化学（优培班）：不招色盲色弱、单色识别异常考生；办学地点：朝阳校区/昌平校区）[M-de4cad2d06482dbf]；3.11 化学工程与工艺（化工、大数据双学士学位；不招色盲色弱、单色识别异常考“化学工程与工艺-大数据管理与目：办学地点：朝阳校区/昌平校区）[M-eaf97e4f184a80f7]；4.12 材料科学与工程（材料、大数据双学士学位；不招色盲色弱、单色识别异常考生材料科学与工程-大数据管理与应用“双学士学位复合型人才培养项目：办学地点：朝阳校区/昌平校区）[M-8ede662825f5e763]；5.13 化学（化学、真色弱、单色识别异常考生生物工程“双学士学位复合型人才培养项目：办学地点：朝阳校区/昌平校G◎KZA院校专业组及专业代号区）[M-34faef9fe7ee98cb],朝阳校区；昌平校区；朝阳校区,13,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-32.75,G-ae5ede2e73a272bc,STABLEGROUP-18977414ea5f6cf8
R4GROUP-787c5d795903b839,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,北京市,北京市,,F001,北京工业大学,F00101,01,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 137 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；618-481=+137；585-497=+88；历史最高等位分差=137。,515,91723,494,497,481,,,585,585-497=+88,618,618-481=+137,2,2023；2024,585-618,618-481=+137；585-497=+88,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.01 自动化（第一年在通州校区，第三园孚年根据学校规划安排在平乐园校区或房山校区）[M-6e1b98f441628b9d]；2.02 通信工程（第一年在通州校区，第三四孿年根据学校规划安排茬平乐园校区或房山校区）[M-ceb43a82aa57d396]；3.03 量子信息科学（第一年在平乐园校区四学年根据学校规划安排雀平乐园校园蕺房山楼区）[M-46b9e2282935b99c],第一年在通州校区；根据学校规划安排在平乐园校区；或房山校区；第一年在通州校区；根据学校规划安排茬平乐园校区；或房山校区；第一年在平乐园校区,92,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-33.25,G-cc71afcb10929ea4,STABLEGROUP-5bd8540d60a65b9d
R4GROUP-329f19222ff193e2,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,pending_campus_or_location_review,北京市,教育部,,A004,北京交通大学,A00406,06,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 126 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；597-481=+116；605-497=+108；620-494=+126；历史最高等位分差=126。,515,91723,494,497,481,620,620-494=+126,605,605-497=+108,597,597-481=+116,3,2023；2024；2025,597-620,597-481=+116；605-497=+108；620-494=+126,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.07 理科试验班类（詹天佑试点班智能类轨道交通信号与控制、交通运输、控技术与仪器、电气工程及其自动化；特珠培养方案，详见学校招生网站）[M-8dcb552d88302374],,11,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-34.5,G-13327e2ff9daac46,STABLEGROUP-e0cd27dfc2a72879
R4GROUP-f02fe4524a560ac4,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,北京市,教育部,,A004,北京交通大学,A00407,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 128 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；609-481=+128；613-497=+116；605-494=+111；历史最高等位分差=128。,515,91723,494,497,481,605,605-494=+111,613,613-497=+116,609,609-481=+128,3,2023；2024；2025,605-613,609-481=+128；613-497=+116；605-494=+111,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.08 机器人工程（知行创新班产学研融合示范班；特殊培养方累详见学校招生网站：一二年级在北京校区培养，三年级起在雄安校区培养）[M-979ef8881a3d4cf3],一二年级在北京校区；三年级起在雄安校区,11,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-35.0,G-eb4df22f74e0358a,STABLEGROUP-a63aeea30d98a5dc
R4GROUP-a04ed7e49bffb390,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,北京市,教育部,,A036,对外经济贸易大学,A03610,10,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 116 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；610-494=+116；历史最高等位分差=116。,515,91723,494,497,481,610,610-494=+116,,,,,1,2025,610,610-494=+116,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内存在学费字段待核,主线机器门禁通过，仍需完整专业组人工核验。,1.1 智能科学与技术、人工智能（项[M-52d970452cc5cecc],,18,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-35.0,G-ae9820602833c18f,STABLEGROUP-ed675a3475bfafcc
R4GROUP-f54644b24b92b4d6,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified,北京市,教育部,,A069,华北电力大学（保定）,A06903,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 129 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；610-481=+129；600-497=+103；587-494=+93；历史最高等位分差=129。,515,91723,494,497,481,587,587-494=+93,600,600-497=+103,610,610-481=+129,3,2023；2024；2025,587-610,610-481=+129；600-497=+103；587-494=+93,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.08 电气工程及其自动化（创新班；办学地点：保定校区）[M-9784cde942a5dcce],保定校区,21,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-35.25,G-482de2ae94fe5f99,STABLEGROUP-bf556c0141eec6ca
R4GROUP-bd5c7eccdc517275,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,machine_school_name_keyword_unverified,pending_campus_or_location_review,北京市,教育部,,A054,华北电力大学（北京）,A05403,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 134 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；615-481=+134；593-497=+96；592-494=+98；历史最高等位分差=134。,515,91723,494,497,481,592,592-494=+98,593,593-497=+96,615,615-481=+134,3,2023；2024；2025,592-615,615-481=+134；593-497=+96；592-494=+98,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.11 气工程及其自动化（领军人才班：办学地点：北京校部）[M-bf61cabcf8c50fe6],,19,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-36.5,G-5d533c169a9e0d47,STABLEGROUP-bc8f4f2971cde1cd
R4GROUP-c25176b6f5af4015,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified,北京市,教育部,,A010,北京化工大学,A01002,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 135 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；616-481=+135；586-497=+89；历史最高等位分差=135。,515,91723,494,497,481,,,586,586-497=+89,616,616-481=+135,2,2023；2024,586-616,616-481=+135；586-497=+89,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 过程装备与控制工程（国家卓越工程师学院；办学地点：朝阳校区/昌平校区）[M-8290d11ece4c7b2f]；2.07 自动化（国家卓越工程师学院；办学地点：朝阳校区/昌平校区）[M-6fce158e27b70e32],朝阳校区；昌平校区,13,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-36.75,G-18103f8f6bb8f1cf,STABLEGROUP-3b9db99610a3d821
R4GROUP-e99334c24dc89aee,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,machine_school_name_keyword_unverified,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,北京市,北京市,,F006,北京建筑大学,F00601,01,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 106 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；587-481=+106；580-497=+83；历史最高等位分差=106。,515,91723,494,497,481,,,580,580-497=+83,587,587-481=+106,2,2023；2024,580-587,587-481=+106；580-497=+83,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.01 智能建造（办学地点：大兴校区）[M-f128451df6fc8383]；2.02 木工程（大师班；办学地点：大兴校[M-762f2b4a93fc7095]；3.03 土木工程（办学地点：大兴校区）[M-c108d875ddabe484]；4.04 交通工程（智熊交通；不招色盲：办学地点：大兴校区）[M-f1032a5bdf71dfc1]；5.05 给排水科学与工程（办学地点：大兴校[M-3055a6129925f6ee]；6.06 能源与动力工程（新能源与低碳；办学地点：大兴校区）[M-4a4e0643ad580d92]；7.07 环境工程（海绵城市建设；不招色盲色弱；办学地点：大兴校区）[M-f7c165096973f64c]；8.08 碳中和科学与工程（办学地点：大兴校[M-fed548a854f3bf0a]；9.09 导航工程（实验班；办学地点：大兴校[M-08348b156c7f3dd6]；10.10 工业工程（工业互联网与大数据；办学地点：大兴校区）F007 北京石油化工学院（公办）（北京）[M-8dc4bf569e6b02bc],大兴校区,92,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-38.5,G-234716387de2a193,STABLEGROUP-d75ceebb0644f47a
R4GROUP-e0b06669018f04a5,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,北京市,教育部,,A033,中国传媒大学,A03311,11,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 84 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；578-494=+84；历史最高等位分差=84。,515,91723,494,497,481,578,578-494=+84,,,,,1,2025,578,578-494=+84,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.21 人工智能（智能视听卓越人才实验班）[M-8ecf2e2cf7576066],,18,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-39.0,G-403371bec582aa7d,STABLEGROUP-577bbf67e505088b
R4GROUP-5f67f60c492ff1ae,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,北京,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,machine_school_name_keyword_unverified,pending_campus_or_location_review,北京市,教育部,,A054,华北电力大学（北京）,A05402,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 144 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；625-481=+144；592-497=+95；历史最高等位分差=144。,515,91723,494,497,481,,,592,592-497=+95,625,625-481=+144,2,2023；2024,592-625,625-481=+144；592-497=+95,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,true,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 会计学（办学地点：北京校部）[M-acda743a3eee6b08]；2.07 工程管理（电力建设方向；办学地点：[M-4d5688f2b86e0eae]；3.08 供应链管理（办学地点：北京校部）[M-263ef3a602b44aec]；4.09 工商管理（电力市场及技术经济方向；办学地点：北京校部）[M-078839d1524c4767]；5.10 金融学（办学地点：北京校部）[M-5c2ab4a92a1da9f9],,19,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-39.0,G-cedade665150d291,STABLEGROUP-db20f07981e3d359
R4GROUP-a502fab87a18cbe4,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,北京市,教育部所在地,北京市,北京,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为父校登记地线索，不能当作实际就读校区或城市,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,北京市,教育部,,A069,华北电力大学（保定）,A06902,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 136 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；617-481=+136；592-497=+95；历史最高等位分差=136。,515,91723,494,497,481,,,592,592-497=+95,617,617-481=+136,2,2023；2024,592-617,617-481=+136；592-497=+95,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,true,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.05 会计学（办学地点：保定校区）[M-c62ded880270d018]；2.06 工程造价（办学地点：保定校区）GKA◎Z院校[M-a66d6233d585ef56]；3.07 经济学（能源电力经济方向；办学地[M-b8ea12919ffc5c92],保定校区,21,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-39.0,G-add4ce0bd2234715,STABLEGROUP-a763f57eae9c52c1
