第二轮候选ID,第二轮池,第二轮层级,建议梯度,是否进入家庭讨论,是否可作为定稿依据,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R2GROUP-e363e51e56710ebd,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个、环境1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,F006,北京建筑大学,F00601,01,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,10,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,106,83,92,right,1.01 智能建造（办学地点：大兴校区）[M-f128451df6fc8383]；2.02 木工程（大师班；办学地点：大兴校[M-762f2b4a93fc7095]；3.03 土木工程（办学地点：大兴校区）[M-c108d875ddabe484]；4.04 交通工程（智熊交通；不招色盲：办学地点：大兴校区）[M-f1032a5bdf71dfc1]；5.05 给排水科学与工程（办学地点：大兴校[M-3055a6129925f6ee]；6.06 能源与动力工程（新能源与低碳；办学地点：大兴校区）[M-4a4e0643ad580d92]；7.07 环境工程（海绵城市建设；不招色盲色弱；办学地点：大兴校区）[M-f7c165096973f64c]；8.08 碳中和科学与工程（办学地点：大兴校[M-fed548a854f3bf0a]；9.09 导航工程（实验班；办学地点：大兴校[M-08348b156c7f3dd6]；10.10 工业工程（工业互联网与大数据；办学地点：大兴校区）F007 北京石油化工学院（公办）（北京）[M-8dc4bf569e6b02bc],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-234716387de2a193,STABLEGROUP-d75ceebb0644f47a
R2GROUP-e363e51e56710ebd,专项,C2-医技康复农业环境专项候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个、环境1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,组内有特殊限制待核；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,F006,北京建筑大学,F00601,01,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,10,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,106,83,92,right,1.01 智能建造（办学地点：大兴校区）[M-f128451df6fc8383]；2.02 木工程（大师班；办学地点：大兴校[M-762f2b4a93fc7095]；3.03 土木工程（办学地点：大兴校区）[M-c108d875ddabe484]；4.04 交通工程（智熊交通；不招色盲：办学地点：大兴校区）[M-f1032a5bdf71dfc1]；5.05 给排水科学与工程（办学地点：大兴校[M-3055a6129925f6ee]；6.06 能源与动力工程（新能源与低碳；办学地点：大兴校区）[M-4a4e0643ad580d92]；7.07 环境工程（海绵城市建设；不招色盲色弱；办学地点：大兴校区）[M-f7c165096973f64c]；8.08 碳中和科学与工程（办学地点：大兴校[M-fed548a854f3bf0a]；9.09 导航工程（实验班；办学地点：大兴校[M-08348b156c7f3dd6]；10.10 工业工程（工业互联网与大数据；办学地点：大兴校区）F007 北京石油化工学院（公办）（北京）[M-8dc4bf569e6b02bc],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-234716387de2a193,STABLEGROUP-d75ceebb0644f47a
R2GROUP-5d375a43c5dddcc3,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：环境1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A022,北京林业大学,A02208,08,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,108,99,16,left,1.23 林学类（林学、林学（城市林业方向）、二年级在北京森林保护、经济林、校改拾茶，三梁级起在雄安校区培菜）二年级在[M-ddf5fc0193d06916]；2.24 水士保持与荒漠化防治（一、北京校区培养，三年级起在雄安校区培养）二年级在北京校区培养，[M-84323d81725a234f]；3.25 生态学（一、三年级起在雄安校区培养）[M-be935b760420328e],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-8860b102d5f9aa6c,STABLEGROUP-c1a15a1f9673eb99
R2GROUP-5d375a43c5dddcc3,专项,C2-医技康复农业环境专项候选池,高冲暂缓,true,false,命中方向：环境1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,结构或组内边界需先核；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A022,北京林业大学,A02208,08,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,108,99,16,left,1.23 林学类（林学、林学（城市林业方向）、二年级在北京森林保护、经济林、校改拾茶，三梁级起在雄安校区培菜）二年级在[M-ddf5fc0193d06916]；2.24 水士保持与荒漠化防治（一、北京校区培养，三年级起在雄安校区培养）二年级在北京校区培养，[M-84323d81725a234f]；3.25 生态学（一、三年级起在雄安校区培养）[M-be935b760420328e],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-8860b102d5f9aa6c,STABLEGROUP-c1a15a1f9673eb99
R2GROUP-68f4c3c2f5e9d6f8,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件3个、电子/网络1个、机械/自动化/机器人2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A004,北京交通大学,A00408,08,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,2,1,3,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,110,110,11,left,1.09 自动化类（智能系统与智能制造：轨道低空技术交通信号与控制、自动化、与工程、机器人工程、智能制造工程、智能车辆工程、测控技术与仪器、能源与动力工程；一二年级在北京校区培养，三年级起在雄安校区培养）[M-d5cbccccc5db84a1]；2.10 电子信息类（通信工程、信息工程、电子科学与技术、电气工程及其自动化电气工程及其自动化（经济、电气双学位项目）、光电信息科学与工程；一年级北京校区培养，三年级起在雄安校区培养）工计算机类（计算机科学与技术、计算机人工智科学与技术（铁路信息技术...[M-c81b0f25b2ff7b5e]；3.12 交通运输类（交通运输（智慧铁道运输）；交通运输（城市轨道交通）；交通运输（民航运输）；交通运输（大数据与信息技术）；交通运输（卓越人才拔尖班）：交通工程：智能运输工程；物流工程；二二年级在北京校区培养，三年级起在雄安校区培养）[M-0a5da86d7b38a4c0]；4.13 理科试验班（系统科学与工程（智能交通系统拔尖班）：信息与计算科学（数学拔尖班）：信息与计算科学：统计学；数据科学：应用物理学（黄昆英才班）纳米材料与技术（智能材料）：一三年级北京校区培养，三年级起在雄安校区培养）[M-d99ea5445e6a83bf],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-4fef2eb7e32c9154,STABLEGROUP-4431cfb5ea2e0a19
R2GROUP-42f68217cd94ee70,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：机械/自动化/机器人1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F003,北京工商大学,F00302,02,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,110,99,92,right,1.04 自动化（办学地点：阜成路校区）F005 北京印刷学院（公办）（北京）[M-a15c82240f136b09],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-ed6628c7b54479b3,STABLEGROUP-90e4e6730842cee7
R2GROUP-3a46864f1d493ec5,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,A010,北京化工大学,A01003,03,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,5,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,111,107,13,right,1.09 工科试验班（未来生物科技；生物制造（领军班）、生物制造（菁英班）：不招色盲色弱、单色识别异常考生；办学地点：朝阳校区/昌平校区）[M-53a81412084e8818]；2.10 理科试验班（化学基础拔尖：化学（基地班）、化学（优培班）：不招色盲色弱、单色识别异常考生；办学地点：朝阳校区/昌平校区）[M-de4cad2d06482dbf]；3.11 化学工程与工艺（化工、大数据双学士学位；不招色盲色弱、单色识别异常考“化学工程与工艺-大数据管理与目：办学地点：朝阳校区/昌平校区）[M-eaf97e4f184a80f7]；4.12 材料科学与工程（材料、大数据双学士学位；不招色盲色弱、单色识别异常考生材料科学与工程-大数据管理与应用“双学士学位复合型人才培养项目：办学地点：朝阳校区/昌平校区）[M-8ede662825f5e763]；5.13 化学（化学、真色弱、单色识别异常考生生物工程“双学士学位复合型人才培养项目：办学地点：朝阳校区/昌平校G◎KZA院校专业组及专业代号区）[M-34faef9fe7ee98cb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-ae5ede2e73a272bc,STABLEGROUP-18977414ea5f6cf8
R2GROUP-b959ebc797212857,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个、工商/旅游管理1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,A032,北京语言大学,A03206,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,9,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,111,77,17,right,1.15 会计学（数智会计）[M-8f5ac3bf499fbfbf]；2.16 金融学（数智金融）[M-bad70d7068691d0b]；3.17 外国语言文学类（英语和翻译：英语、英语（英西复语）、商务英语、翻译（AI辅助翻译）：外语语种：英语）[M-c5d878a805a12fa6]；4.18 网络与新媒体（智能传播）[M-609b826d62eb1522]；5.20 大数据管理与应用[M-fc675113f544c2f7]；6.21 传播学（梧桐计划人才实验班）[M-77eda01c6743ad41]；7.22 中国语盲文学类（汉语国际教育、汉语宣文学、古典文献学、汉学与中国学）[M-c0fb147bbb66253f]；8.24 国家安全学（网络安全）[M-7f801e15ad02cc5d]；9.27 区域国别学（外语语种：英语）[M-a754d908c1d17430],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-4e7141db0b8b157c,STABLEGROUP-130359b10fecc035
R2GROUP-90b3f5e3282813f6,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,A213,中国地质大学（北京）,A21305,05,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,113,95,59,left,1.09 地质学（藤山书院创新班：不招色盲、色弱、单色识别不全）[M-7b60690863a4785f]；2.10 地质学类（地质学、地质学（地质地震地球信息科学与技术（大数据与数字地球）、星科学；不招色盲、色弱、单色识别不工1地球物理学（不招色盲、单色识别不[M-45e0f584b9fca668],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-5fc109b859008acf,STABLEGROUP-026a18bd9b18e9ef
R2GROUP-1ac011e2a0da3a1f,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,A043,北京体育大学,A04309,09,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,115,86,19,left,1.15 数据科学与大数据技术（不能准确识别红、黄、绿、兰、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取）[M-36941e276a2667c1],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-27ad5a1fbd699b72,STABLEGROUP-78b88deccba0de1c
R2GROUP-e0275deec3c965e2,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A010,北京化工大学,A01005,05,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,116,99,14,left,1.19 工科试验班（高端装备与智能制造：机械设计制造及其自动化、过程装备与控制工程、机器人工程；办学地点：朝阳校区/昌平校区）[M-6d54a6c8ccac01fe]；2.20 工科试验班（智能信思类；电子信息丁程、人工智能；办学地点：朝阳校区/昌平校区）[M-f6104186bb541ed1]；3.21 社算机科学与技术（办学地点：朝阳校区/昌平校区）[M-64d6204c43bd064b]；4.22 自动化类（自动化、测控技术与仪器；办学地点：朝阳校区/昌平校区）[M-f183cd94b24e1637]；5.23 理科试验班（大数据与智能管理；信息管理与信息系统、大数据管理与应用；办学地点：朝阳校区/昌平校区）[M-5eae351ebd38bcab]；6.24 理科试验班（数学统计类；应用统计学、数学与应用数学、信息与计算科学：办学地点：朝阳校区/昌平校区）[M-f92f3b43d56c23a4]；7.25 理科试验班（物理电科类：电子科学与技术、应用物理学：办学地点：朝阳校区/昌平校区）[M-a9d1e18ecac3ea18]；8.26 数字经济（办学地点：朝阳校区/昌平校区）[M-4dfa1159714e08db],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9122595fe47db909,STABLEGROUP-562f0e7a710edf41
R2GROUP-dade716bc361bd5e,专项,C2-医技康复农业环境专项候选池,高冲暂缓,true,false,命中方向：医技/康复1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,A043,北京体育大学,A04310,10,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,117,89,19,left,1.16 康复物理治疗（色盲、色弱者，不予录[M-d210ae00814355c9],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-d4da131c68828549,STABLEGROUP-0e01cbdf03a7e23d
R2GROUP-61836517440373df,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A022,北京林业大学,A02206,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,118,86,16,left,1.13 国际经济与贸易（区培养，三年级起在雄安校区培养）三年级在北京校区培养，三军级起在雄安校区培养）二年级在北京校区培[M-5c62944142bb7daa]；2.16 数字经济（一养，芒年级起在雄安校区培养）[M-a415338b668ee996]；3.17 大数据管理与应用（一、三年级在北京校区培养，三年级起在雄安校区培养）[M-f3df441ab20b47af]；4.18 信息管理与信息系统（一、二年级在北京校区培养，三年级起在雄安校区培[M-7fd733e08c7ffd3f],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1e2c38ae5da517bb,STABLEGROUP-2d6293f6e9afc80f
R2GROUP-a5e0196dd1a3fdc3,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：工商/旅游管理1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F003,北京工商大学,F00301,01,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,118,80,92,right,1.01 会计学（数智会计方向；办学地点：阜成路校区）[M-06671691f08d8e2b]；2.02 金融科技（数字书院实验班；办学地点：阜成路校区）[M-f02fee88f008b7f4]；3.03 经济学（实验班；办学地点：阜成路校[M-71b8b55661e14d14],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-5f40a59aad1957f5,STABLEGROUP-d78f0c10517d0a64
R2GROUP-20e61a03d547c074,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：计算机/AI/软件1个、工商/旅游管理1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,A213,中国地质大学（北京）,A21304,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,4,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,119,102,59,left,1.05 经济学（与资勘专业双学士学位：一年级在北京校区，三年级起在雄安校区：不招单色识别不全）[M-0ccbd8cf74074efa]；2.06 数字经济（一年级在北京校区，二年级起在雄安校区；不招单色识别不全）[M-b929d911d6128b33]；3.07 大数据管理与应用（一年级在北京校三年级起在雄安校区；不招单色识别不全）[M-7dd3814d3934caa3]；4.08 工商管理（一年级在北京校区.三年级.起在雄安校区；不招单色识别不全）[M-7df3ed8a7dc8aa3a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-922022b9a24ddd71,STABLEGROUP-e4449ff30ac68437
R2GROUP-3307c726981530e6,主线,C1-主线完整候选池,高冲暂缓,true,false,命中方向：机械/自动化/机器人1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A008,北京科技大学,A00806,06,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,暂不判断-组内结构异常需先核页,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,121,121,13,left,1.09 工科试验班类（卓越工程人才：材料科学与工程、机械工程、自动化、能源与动力工程、碳中和科学与工程、智智能建造能米矿工程、治金工程、特珠班型，特珠培养政策详见学校本科招生网：办学地点：北京校区）[M-1021152d314e85a6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-a7e44dc9e9db9533,STABLEGROUP-0940e85053aa57ec
