第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-f9ed37ce8df60d15,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,H576,南阳理工学院,H57613,13,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -19 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；475-494=-19；历史最高等位分差=-19。,515,91723,494,497,481,475,475-494=-19,,,,,1,2025,475,475-494=-19,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.25 软件工程（智能软件开发方向）[M-edf8665ccd9f1beb],,177,left,R3-P2官网后人工确认,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,63.0,G-f1282fdd04bf7b63,STABLEGROUP-ec0246305b811577
R4GROUP-f916f9e3f3b8266a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,H576,南阳理工学院,H57609,09,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 9 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；506-497=+9；499-494=+5；历史最高等位分差=9。,515,91723,494,497,481,499,499-494=+5,506,506-497=+9,482,482-481=+1,3,2023；2024；2025,482-506,482-481=+1；506-497=+9；499-494=+5,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.16 人工智能[M-9459fc08dfb3647c]；2.17 工业软件[M-907fc6e08b784e38],,177,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,52.75,G-b81298ecd508926b,STABLEGROUP-0895d54b3632a7d5
R4GROUP-00e7c2d5941c8298,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,H576,南阳理工学院,H57604,04,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 9 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；490-481=+9；488-494=-6；历史最高等位分差=9。,515,91723,494,497,481,488,488-494=-6,,,490,490-481=+9,2,2023；2025,488-490,490-481=+9；488-494=-6,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.06 国际经济与贸易（数字商务方向）[M-7d6d049761395045]；2.07 财务管理（业财融合方向）[M-13a4870d70a14a1a]；3.08 内部审计[M-a5255eca6f569d00],,177,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,47.75,G-a5e3891a7b20a90a,STABLEGROUP-6afa5bd90d0086cf
R4GROUP-2a065df5a1f9ff36,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,河南省,河南省,,H560,南阳师范学院,H56002,02,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 1 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；477-481=-4；498-497=+1；487-494=-7；历史最高等位分差=1。,515,91723,494,497,481,487,487-494=-7,498,498-497=+1,477,477-481=-4,3,2023；2024；2025,477-498,477-481=-4；498-497=+1；487-494=-7,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.02 逼感科学与技术（办学地点：卧龙校[M-a123f0585bb513a1]；2.03 网络工程（办学地点：卧龙校区）[M-73a8f9e38a99af91]；3.04 合成生物学（办学地点：卧龙校区）[M-031106bc3a3d5cfc]；4.05 给排水科学与工程（办学地点：卧龙校H561 洛阳师范学院（公办）（河南）[M-999b5c4d185682ab],卧龙校区,175,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,42.75,G-d9a7fe605cca4e4c,STABLEGROUP-adf66f140724bdf6
R4GROUP-10d8dcb159bd52a8,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,吉安市,教育部所在地,吉安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H323,井冈山大学,H32304,04,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 26 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；507-481=+26；511-494=+17；历史最高等位分差=26。,515,91723,494,497,481,511,511-494=+17,,,507,507-481=+26,2,2023；2025,507-511,507-481=+26；511-494=+17,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.10 电子信息科学与技术[M-355432ec02296b04],,158,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,33.5,G-6dabdc81f046e8d9,STABLEGROUP-a4efaae1903cbaa3
R4GROUP-633dfd69497b6933,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,吉林市,教育部所在地,吉林市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,吉林省,吉林省,,F584,吉林化工大学,F58402,02,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -3 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；494-497=-3；489-494=-5；历史最高等位分差=-3。,515,91723,494,497,481,489,489-494=-5,494,494-497=-3,,,2,2024；2025,489-494,494-497=-3；489-494=-5,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,38,0,3,3,2,3,0,0,2,1,0,0,0,0,0,15,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.10 化学工程与工艺（不招色盲色弱：办学地点：龙潭校区）[M-97e6b735eae73c61]；2.11 油气储运工程（不招色盲；办学地点：[M-6ce9d18062ace3a1]；3.12 轻化工程（不招色盲色弱；办学地点：[M-2911ffa1dd99ae41]；4.13 盛用化学（不招色盲色弱；办学地点：[M-f1cce8e0b4a7bf2c]；5.14 机械设计制造及其自动化（办学地点：[M-004ea208a0db40df]；6.15 材料成型及控制工程（办学地点：龙潭校区）[M-245326b5465f7ac7]；7.16 过程装备与控制工程（不招色盲色弱；办学地点：龙潭校区）[M-0714a8f223fe2823]；8.17 能源与动力工程（办学地点：龙潭校[M-aa761eb7ecd34647]；9.18 测控技术与仪器（办学地点：龙潭校[M-a6728a65af4f4076]；10.19 电气工程及其自动化（办学地点：龙潭校区）[M-2127250761b6deee]；11.20 自动化（办学地点：龙潭校区）[M-666d77693fddd89f]；12.21 智能装各与系统（办学地点：龙潭校区）[M-beacf21975850a4a]；13.24 袋装/不招色有色弱：办学地点：沈椰[M-5c10afe515b0d7b4]；14.23 化学测量学与技术（不招色盲色弱；办学地点：龙潭校区）資亮謝亭院校专业组及专业代号[M-08022ad828cdcb6d]；15.24 制药工程（不招色盲色弱；办学地点：龙潭校区）[M-6d5931082bc03cbf]；16.25 生物制药（不招色盲色弱；办学地点：龙潭校区）[M-b60ea0b9de2ea276]；17.26 药物制剂（不招色盲色弱；办学地点：龙潭校区）[M-572f699a135fbc31]；18.27 给排水科学与工程（办学地点：龙潭校[M-222f8292522f1ab7]；19.28 环境工程（办学地点：龙潭校区）[M-502e703e3a4661a4]；20.29 环境科学（办学地点：龙潭校区）[M-daf1a17bc8775541]；21.30 安全工程（办学地点：龙潭校区）[M-20e4c7f07d974116]；22.31 数学与应用数学（办学地点：龙潭校[M-16f2acde6c83bd52]；23.32 应用物理学（不招色盲；办学地点：龙潭校区）[M-6138fd122b1de117]；24.33 材料科学与工程（不招色盲色弱；办学地点：龙潭校区）[M-2bf98733e7170b1f]；25.34 材料化学（不招色盲色弱；办学地点：龙潭校区）[M-cce888aeea7363da]；26.35 高分子材料与工程（不招色盲色弱；办学地点：龙潭校区）[M-f9a58a7bb63ac0ae]；27.36 能源化学（不招色盲色弱；办学地点：龙潭校区）[M-675f1c5bcf1db11b]；28.37 生物技术（不招色盲色弱；办学地点：龙潭校区）[M-f1991e668ae4b1a2]；29.38 食品科学与工程（不招色盲色弱；办学地点：龙潭校区）[M-33ddc3b4ed485461]；30.39 生物工程（不招色盲色弱；办学地点：龙潭校区）[M-97260461eeeaab81]；31.40 车辆工程（办学地点：丰满校区）[M-0cc1a6004e240567]；32.41 飞行器制造工程（办学地点：丰满校[M-f1d34bf2f1b6edc4]；33.42 飞行器动力工程（办学地点：丰满校[M-fdfc5a7e4c80a1bc]；34.43 飞行器控制与信息工程（办学地点：丰满校区）[M-46e77e849d2a813b]；35.44 无人驾驶航空器系统工程（办学地点：丰满校区）45（电子信息工程（办学地点：丰满校区）[M-80d4c63495c3c3ea]；36.46 人工智能（办学地点：丰满校区）[M-ca94652ce760ec15]；37.47 计算机科学与技术（办学地点：丰满校[M-c68ca3bc7ad8f085]；38.48 数据科学与大数据技术（办学地点：丰满校区）F585 吉林农业大学（公办）（吉林）[M-d0e59a1154cd46a5],龙潭校区；丰满校区,120,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,91.0,G-f0c78c9f5e3ad64c,STABLEGROUP-63256692085aa59c
R4GROUP-2f8989f59db7a1dd,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,吉林市,教育部所在地,吉林市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F598,吉林农业科技学院,F59802,02,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -3 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；494-497=-3；477-494=-17；历史最高等位分差=-3。,515,91723,494,497,481,477,477-494=-17,494,494-497=-3,,,2,2024；2025,477-494,494-497=-3；477-494=-17,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.02 机械设计制造及其自动化（办学地点：[M-b4a1fcddb558de5a]；2.03 机械电子工程（办学地点：九站校区）[M-1d32e1f48b121755]；3.04 智能制造工程（办学地点：九站校区）[M-7b2e3deabceb0eb6]；4.05 电气工程及其自动化（不招单色识别不全者；办学地点：九站校区）[M-25a1f76847b6ebf3]；5.06 食品科学与工程类（食品科学与工程、食品质量与安全；不招色盲、色弱、单色识别不全者：办学地点：九站校区）[M-002a5d8c0b92084c]；6.07 宮饪与营养教育（办学地点：九站校F599 吉林警察学院（公办）（吉林）[M-69a7363887dcb7a2],九站校区,122,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,54.0,G-339424d2981e227c,STABLEGROUP-1d9b501bf37dd8ab
R4GROUP-dbbb30ac4f52e367,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,吉林市,教育部所在地,吉林市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,吉林省,吉林省,,F584,吉林化工大学,F58401,01,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 2 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；499-497=+2；488-494=-6；历史最高等位分差=2。,515,91723,494,497,481,488,488-494=-6,499,499-497=+2,,,2,2024；2025,488-499,499-497=+2；488-494=-6,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.01 金融工程（办学地点：丰满校区）[M-2628b79174d91deb]；2.02 国际经济与贸易（办学地点：丰满校[M-75d55f77603d76ca]；3.03 工程管理（办学地点：丰满校区）[M-10d595ec214e51d7]；4.04 市场营销（办学地点：丰满校区）[M-4a972526c8583224]；5.05 会计学（办学地点：丰满校区）[M-fc26ea70dd1a4fdc]；6.06 物流工程（办学地点：丰满校区）[M-d5d36b5f4e8dacbf]；7.07 工业工程（办学地点：丰满校区）[M-ded09b3d3803798a]；8.08 英语（外语语种：英语；办学地点：丰满[M-3b03b829b1db202f]；9.09 日语（办学地点：丰满校区）[M-1e80d8ca4e0f3f21],丰满校区,120,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,33.5,G-6281ff139957c1c7,STABLEGROUP-d9c4d19598b71bad
R4GROUP-3998fa7b58dfc7c0,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,吉林市,教育部所在地,吉林市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,吉林省,吉林省,,F587,北华大学,F58703,03,H4-历史最高线高于等位分16-30分,冲刺观察,冲刺观察：按同代码历史最高等位分差 26 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；502-481=+21；523-497=+26；512-494=+18；历史最高等位分差=26。,515,91723,494,497,481,512,512-494=+18,523,523-497=+26,502,502-481=+21,3,2023；2024；2025,502-523,502-481=+21；523-497=+26；512-494=+18,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.06 物理学（师范类；办学地点：丰满校区）[M-5ca95bb70550dbd6]；2.07 生物科学（师范类：色盲、单色识别熊昇常考生不予录取：办学地点：丰满校区）[M-fdef7413abca9298]；3.08 化学（师范类：色盲、色弱、单色识别能力异常考生不予录取；办学地点：丰满校区）[M-0b27eedc4c6366c4],丰满校区,121,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,25.5,G-18582677cde6eaaa,STABLEGROUP-a6aa55716a9273bd
R4GROUP-dff8ca38471e2ed0,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,吕梁市,教育部所在地,吕梁市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,山西省,山西省,,F308,吕梁学院,F30805,05,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -15 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；482-497=-15；477-494=-17；历史最高等位分差=-15。,515,91723,494,497,481,477,477-494=-17,482,482-497=-15,,,2,2024；2025,477-482,482-497=-15；477-494=-17,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.08 物理学（师范类）[M-782794e5ecfddcbb]；2.09 化学（师范类）[M-86b7950d2662e7e4]；3.10 人工智能卫计算机科学与技术[M-b5b9d3bcd83d2a04]；4.12 软件工程[M-918e54ef86c5a0b3]；5.15 食品科学与工程[M-70c2922cd40b07c5],,109,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,80.0,G-be57aa62705d47eb,STABLEGROUP-9af14d76244b509e
R4GROUP-82f3cde55aa1aa7a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,false,false,周口市,教育部所在地,周口市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,H557,周口师范学院,H55704,04,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 0 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；481-481=+0；487-497=-10；477-494=-17；历史最高等位分差=0。,515,91723,494,497,481,477,477-494=-17,487,487-497=-10,481,481-481=+0,3,2023；2024；2025,477-487,481-481=+0；487-497=-10；477-494=-17,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.09 电气工程及其自动化[M-6c654ccb2b8a97af]；2.10 光电信息科学与工程[M-3db08f198eb40afc]；3.14 物理学（师范类）[M-0e5db24af9603675]；4.15 植物科学与技术[M-e1928de0aa177544]；5.16 通信工程H558安阳师范学院（公办）（河南）[M-b7938a732605a921],,175,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,54.0,G-e18eaac79df7f7f8,STABLEGROUP-d4e260f8623f3d81
R4GROUP-ffdd6f542651646f,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,主线可能够得着全集,true,false,呼和浩特市,教育部所在地,呼和浩特市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,内蒙古自治区,内蒙古自治区,,F386,内蒙古工业大学,F38603,03,H3-历史最高线高于等位分15分内,稳冲观察,稳冲观察：按同代码历史最高等位分差 10 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；507-497=+10；490-494=-4；历史最高等位分差=10。,515,91723,494,497,481,490,490-494=-4,507,507-497=+10,485,485-481=+4,3,2023；2024；2025,485-507,485-481=+4；507-497=+10；490-494=-4,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.03 计算机科学与技术（办学地点：金川校[M-f160745e4ac48b85]；2.04 人工智能（办学地点：金川校区）[M-9da4ff3d1856b4a8],金川校区,111,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,61.5,G-65ebf80b76a3cd35,STABLEGROUP-497e9646eac0423c
