第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-019cd2fc63dd1130,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F313,山西工程技术学院,F31303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,0,0,0,15,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-4,-11,110,left,1.06 材料成型及控制工程[M-a3fada79b4cc9d36]；2.07 材料科学与工程[M-38c2c18305985ded]；3.08 无机非金属材料工程[M-3ce059a07916b758]；4.09 计算机科学与技术[M-71340f7d7ebbd23f]；5.10 数据科学与大数据技术[M-4fa6db8bafa7007e]；6.11 物联网工程[M-be9c928ff95d1826]；7.12 智能科学与技术[M-509bf5722b5c90b6]；8.13 逼感科学与技术[M-8169cadd3518a559]；9.14 电气工程及其自动化[M-b195fca807aa1d4f]；10.15 自动化[M-e17ba9075c780d66]；11.16 机械设计制造及其自动化[M-55be403a36d57f45]；12.17 智能制造工程[M-f871745fab7fdbc4]；13.18 机器人工程[M-aa0e1b058e5ebb48]；14.19 应急装备技术与工程[M-d11a6dcaf3b55217]；15.20 电气工程与智能控制F314山西能源学院（公办）（山西）[M-440d0d1899bba201],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f00ad59bf89d790b,STABLEGROUP-f51db3a55b0ea1e0
R1GROUP-c286f6bcdd4c4225,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K752,新疆师范大学,K75204,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,1,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-4,-17,234,right,1.21 经济学（办学地点：温泉校区）[M-0d000bd51e5e062f]；2.22 国际经济与贸易（办学地点：温泉校区）[M-b6d1beabbc6afac1]；3.23 人力资源管理（办学地点：温泉校区）[M-ad49805fb7bce714]；4.24 国际商务（办学地点：温泉校区）[M-d96dfaf2b90100ff]；5.25 数字经济（办学地点：温泉校区）[M-a7caaa46604d1f48]；6.26 小学教育（师范类；办学地点：温泉校[M-cc2aa6182bd8fe39]；7.27 汉语言文学（师范类；办学地点：温泉校区）[M-58f91514b2e0c9d4]；8.28 英语（师范类：外语语种：英语：办学地点：温泉校区）[M-ec71e8b3f5a60790]；9.29 心理学（师范类：办学地点：温泉校区）[M-9133d28829702db3]；10.30 应用心理学（办学地点：温泉校区）[M-556b06eeef7c9fc2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-609600f78134eb64,STABLEGROUP-5bde790937db78d1
R1GROUP-7b768ca8b55fbc53,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关4个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C139,荆楚理工学院,C13904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,2,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-2,-15,79,right,1.Z1 X院校专业组及专业代号[M-10b595c969f09f39]；2.15 科学教育（师范类）[M-60c83c1998dc1ee7]；3.16 学前教育（师范类）[M-0e0be1005e359738]；4.17 小学教育（师范类）[M-8780891b8ea90dbe]；5.18 网络与新媒体[M-126c16c55045a49a]；6.19 财务管理[M-c86ea91746875a97]；7.20 物流管理[M-68645cae55b69e0a]；8.21 数字经济[M-159d51cc0aed85ac]；9.22 英语（师范类；外语语种：英语）[M-5a67a45be9bd6776]；10.23 商务英语（外语语种：英语）[M-a332ceb0a9b3f368],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9def6a5a21eb51d6,STABLEGROUP-121aa65d99c1f2b5
R1GROUP-07d4c9f9c32ebedc,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关3个、师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K005,琼台师范学院,K00505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,3,1,0,0,6,8,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,0,-2,202,left,1.06 软件工程（办学地点：桂林洋校区）[M-68b6096c537fec1d]；2.07 数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限[M-765e62d010fed49a]；3.01 经济工程（英语教学为主，非英语语种考生慎重报考）[M-43ef232afb4786f8]；4.02 物流工程（英语教学为主，非英语语种考生慎重报考）K00602 海南比勒费尔德应用科学大学第 02化学[M-304952e0a49afbdd]；5.03 计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）[M-86b686687a3d92db]；6.04 电子信息科学与技术（单色识别不清煮不予录取：英语教学为主，非英语语种考生慎重报名）[M-74c1aa721dde978e]；7.05 软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学[M-1183b632693d5a5e]；8.06 电气工程与智能控制（英语教学为主，非英语语种考生慎重报名）K035 海口经济学院（民办）（海南）[M-1d948bdb8e0f5e65],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d2c32a2887ae3b29,STABLEGROUP-0071a98422c900a0
R1GROUP-a0c6c5edb9af682e,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关2个、师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K354,曲靖师范学院,K35405,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,1,0,0,0,6,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-6,-16,220,left,1.14 应用化学[M-bd05fbf25f849729]；2.15 新能源材料与器件[M-67b30d05dc059295]；3.16 电子信息工程[M-06e5b46c49334ed2]；4.17 计算机科学与技术（师范类）[M-4d2c040232bd5eff]；5.18 智能科学与技术[M-b65d92d2c10a1c98]；6.19 食品科学与工程[M-144698afc06618d6],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b8b6bec2998fd549,STABLEGROUP-22f1939bf0cbf918
R1GROUP-7718ea32acd87d8c,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个、师范相关3个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K474,咸阳师范学院,K47403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,3,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-11,-11,225,right,1.05 物理学（师范类：办学地点：渭城校区）[M-626aad240271a2b9]；2.06 化学（师范类；办学地点：渭城校区）[M-304c50aa6663aa80]；3.07 数据科学（办学地点：滑城校区）K475 渭南师范学院（公办）（陕西）[M-99a6f2238b6d4710],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-412157992c51ccf7,STABLEGROUP-6dfcac1568f5262b
R1GROUP-1b7da5b7f499d87b,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关2个、师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F189,保定学院,F18905,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,2,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-1,-3,101,right,1.07 数学与应用数学（师范类）[M-a9cdb2383dd485e9]；2.08 软件工程[M-adbf733f17230445]；3.09 份差（不把色頭、堡真疑公森照售型混别红、黄、绿、、紫各种颜色中任何一种颜色的考生）[M-fd2f73ab505a5c0d]；4.10 物联网工程F191 唐山师范学院（公办）（河北）[M-3c11775a27ed0c0f],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-c5d11aeb048a778d,STABLEGROUP-d326975c6bd61de0
R1GROUP-0119cbb402b73c65,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F192,廊坊师范学院,F19203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-2,-18,102,left,1.09 化学（师范类：办学地点：廊坊校区）[M-9be2ed885e527950]；2.10 生物科学类（生物科学（师范炎）、生物技术：办学地点：廊坊校区）F193 𧗽水学院（公办）（河北）[M-80bf00091127f8bb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-45c66c099b17d08b,STABLEGROUP-66de11aaf6047a69
R1GROUP-f750338ad93712a2,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K578,天水师范大学,K57803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-1,-1,229,right,1.04 化学（师范类）[M-e2e7dccf73fc5f4a]；2.05 数学与应用数学（师范类）[M-02639ec1927a08bd]；3.06 材料成型及控制工程[M-2b6732aa743288e6]；4.07 测绘工程[M-4e11c765ffc71dec],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-5222b0d36a3b95c2,STABLEGROUP-f99d434bb3609cc2
R1GROUP-39cb07af593fe850,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F192,廊坊师范学院,F19202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,101,right,1.05 学前教育（师范类；办学地点：廊坊校[M-27660ebcc50bac90]；2.06 新闻学（办学地点：廊坊校区）[M-d73bee87d264c211]；3.07 历史学（师范类；办学地点：廊坊校区）[M-499d72dd2f774902]；4.08 会计学（办学地点：空港校区）XGAAI专业组及专业[M-7110a2c5f3beaddb],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-e63fb5861f1dcee2,STABLEGROUP-6c3c37b649661f52
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关3个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K783,新疆政法学院,K78304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,6,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-11,-18,237,left,1.14 计算机科学与技术[M-afc3f5b8721d308a]；2.15 网络工程[M-16fdc2ec93777d02]；3.16 智能科学与技术[M-afa871150bb8147d]；4.17 统计学[M-765fffeb9c720a72]；5.18 网络空间安全[M-38dd5fc4717d4bcd]；6.19 数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）[M-f602cd43b2b8e0f6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d6fbe6fc85f12021,STABLEGROUP-836a0c8f778e44fc
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个、师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H562,商丘师范学院,H56204,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,2,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-2,-17,175,left,1.12 统计学（办学地点：雕阳校区）[M-b38498c92f6fc5e1]；2.13 化学（师范类：办学地点：雕阳校区）[M-1dfba48b60612e8a]；3.14 材料科学与工程（超硬材料：办学地点：睢阳校区）[M-49ff03c9b3892f09]；4.15 新能源科学与工程（办学地点：雕阳校[M-dc542ce1b1e61214]；5.16 生物科学（师范类；办学地点：唯阳校GKAZA院校代号[M-35719d6f25b6141d]；6.17 食品科学与工程（办学地点：睢阳校[M-5ad4183cf34fff22]；7.18 动物科学（办学地点：睢阳校区）[M-fced8ba64e92372d]；8.19 物联网工程（办学地点：梁园校区）[M-073b866092ffa437]；9.20 建筑电气与智能化（办学地点：睢阳校[M-072567d042c5ecb3]；10.21 智能建造（办学地点：睢阳校区）H563 河南财经政法大学（公办）（河南）[M-780b4274143b0bde],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-84fe5006c4ace9c7,STABLEGROUP-37e9c8405f2dd36d
R1GROUP-9bfeb4dd83cccbe5,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关3个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K585,兰州工业学院,K58501,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,230,right,1.01 测控技术与仪器[M-df09ffa262060523]；2.02 轨道交通信号与控制[M-6785aa70ea8e47e2]；3.03 网络工程[M-5ee40aa8aef3f727]；4.04 数据科学与大数据技术[M-3e581bfd0a65da29]；5.05 土木工程[M-78cd577ab9f0ce92]；6.06 物联网工程[M-5ba349232b5e6527]；7.07 集成电路设计与集成系统[M-b87c2f64a66234fb]；8.08 汽车服务工程[M-b9971eaed464b095]；9.09 新能源汽车工程[M-66d11ee8a4ac47d8]；10.10 复合材料与工程K586 兰州资源环境职业技术大学（公办）（甘[M-9484f4dfc7278f40],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-fc1a400fe1a672b8,STABLEGROUP-9f6f5ccfb1b1f9e3
R1GROUP-2cf6cf984f0ebdc7,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个、师范相关2个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K362,楚雄师范学院,K36203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,1,2,0,0,2,5,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-19,-19,220,right,1.05 数学与应用数学（师范类）[M-672d4ef9450e4096]；2.06 化学（师范类：色觉异常及不能准确识别颜色者不予录取）[M-2221fd5bbd62adee]；3.07 葡萄与葡萄酒工程（身体条件要求详见学校招生章程）[M-270b815604ba8a79]；4.08 人工智能[M-445e864efef6cd07]；5.09 农学（作物遗传育种方向：色觉异常及不能准确识别颜色者不予录取）[M-fb59cd3435e5f600],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-3adf7959372a709c,STABLEGROUP-6ecfc113892aae4a
R1GROUP-3f3a1292b208efeb,S1-保底稳妥优先讨论,保底观察,命中偏好专业：计算机相关1个、师范相关1个；历史线索：H1-历史最高线低于等位分20分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,T754,广西职业师范学院,T75403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,1,0,0,0,2,V1-偏好专业优先线索,R1-P0整组先核,H1-历史最高线低于等位分20分以上,1,-22,-22,239,left,1.05 人工智能（办学地点：罗文校区）[M-bec31edb1407e8e0]；2.06 应用电子技术教育（师范类；办学地T861 重庆工业职业技术大学（公办）（重庆）[M-76d7f7ab65bd3bb7],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-96da9142c54b636e,STABLEGROUP-1ff4b385b8721a90
R1GROUP-8ce83bcb8f64add1,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H576,南阳理工学院,H57613,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H2-历史最高线不高于等位分,1,-19,-19,177,left,1.25 软件工程（智能软件开发方向）[M-edf8665ccd9f1beb],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-f1282fdd04bf7b63,STABLEGROUP-ec0246305b811577
R1GROUP-421ed07ca46bef15,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F696,哈尔滨学院,F69603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-14,-14,126,right,1.06 小学教育（师范类）[M-e22048107f802854]；2.07 商务经济学[M-8a71c5bbb5ecb9af]；3.08 会计学[M-4f6a8d7253cdc820]；4.09 旅游管理[M-a5fe82604af19911],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-138c426667d838bf,STABLEGROUP-8bf262aecf23285e
R1GROUP-754aad2d2fd12482,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F696,哈尔滨学院,F69604,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-14,-14,126,right,1.10 智能建造[M-bc73f96173ffb33e]；2.11 土木工程[M-693e1809d0d8cee9]；3.12 城市地下空间工程[M-04e9526b21613de1]；4.13 电气工程与智能控制[M-2693545eb39c487f]；5.14 人工智能[M-07323152f5f7493e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-2ffa51d8da6e79de,STABLEGROUP-2d529a2f25018683
R1GROUP-e5190aefe140baa3,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K347,云南农业大学,K34707,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-12,-12,218,right,1.12 食品质量与安全[M-b694ebe597cbb03d]；2.13 水利水电工程[M-90f3b5080f9bda4f]；3.14 电气工程及其自动化[M-6047f3410be1192a]；4.15 应用化学[M-fe5a2a93c59afc39]；5.16 数据科学与大数据技术[M-db02870cf63a4993],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-2736aacdbed7d895,STABLEGROUP-42b52a4bfacb74e7
R1GROUP-18922b52fd2e356f,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：师范相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H781,嘉应学院,H78102,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H2-历史最高线不高于等位分,1,-11,-11,188,left,1.02 历史学（师范类；办学地点：第一学年在程江校区，第二至第四学年在江北校区）[M-a5d49ea0f036ec60],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-704b0c4ef156d79c,STABLEGROUP-d2226f5c625daf2f
R1GROUP-81f606a636d68f84,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K757,新疆工程学院,K75703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-10,-10,236,left,1.18 通信工程（信息技术产教融合合作班）[M-035c4f5d91c7073c]；2.19 物联网工程（信息技术产教融合合作[M-c970f193141878c5],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-ea5ee122c9d296aa,STABLEGROUP-2227222ad543ca8f
R1GROUP-5eeca95ff7d83a90,S1-保底稳妥优先讨论,稳妥观察,命中偏好专业：计算机相关1个；历史线索：H2-历史最高线不高于等位分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K782,新疆科技学院,K78205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-7,-29,237,left,1.12 数字经济（办学地点：鸿雁校区）[M-ac8ceeeb48ef3fa7]；2.13 金融科技（办学地点：鸿雁校区）[M-f4d0357a7f26db48]；3.14 大数据管理与应用（办学地点：鸿雁校区）[M-09687f19b394e4b2]；4.15 物流工程（办学地点：鸿雁校区）[M-f93134d79b6ede6a]；5.16 电子商务（办学地点：鸿雁校区）[M-34142fd6864c12a6],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1179396e0cacf442,STABLEGROUP-edc4e20c5c1abafc
