第三轮候选ID,第三轮池,第三轮层级,第三轮建议梯度,是否进入家庭讨论,是否可作为定稿依据,不限地区排序分,城市筛选口径,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R3GROUP-eb522b0297d0376c,主线,C1-不限地区主线完整候选池,历史待补,false,false,39.0,城市仅展示不参与筛选排序,命中方向：电子/网络1个、机械/自动化/机器人3个、农业1个；历史线索：H0-无同代码历史线索；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,缺同代码历史线索,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K155,西华大学,K15506,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,17,V4-普通留存待了解,R2-P1页列集中核,H0-无同代码历史线索,0,,,210,left,1.17 化学（办学地点：郫都校区）[M-4ac0d9dfe3e6a603]；2.18 食品科学与工程（办学地点：郫都校[M-c17b3d58bd4dbe47]；3.19 电气工程及其自动化（办学地点：郫都校区）[M-9a1e785e94f982a3]；4.20 生物工程（办学地点：郫都校区）[M-7a4c03a80d137f43]；5.21 车辆工程（办学地点：郫都校区）[M-e1ca823f96bb0f70]；6.22 交通工程（办学地点：郫都校区）[M-8f4df62a7f99bd4a]；7.23 熊源与动力工程（办学地点：郫都校[M-f74a35eadf15a7ec]；8.24 發学与应用数学（办学地点：郫都校[M-3e095830ea3d639f]；9.25 水利水电工程（办学地点：郫都校区）[M-a2a9332ebc2a0fcc]；10.26 农业机械化及其自动化（办学地点：郫都校区）[M-7cf893851fedb4b7]；11.27 应用物理学（办学地点：郫都校区）[M-35ef6bf0017b8d6d]；12.28 生木工程（办学地点：郫都校区）[M-d31d44738403d2e4]；13.29 材料成型及控制工程（办学地点：郫都校区）[M-07e380454060839d]；14.30 电子信息类（通𠊿工程；信息工程；办孚地点：郫都校区）[M-64ea9e7d498cd6c4]；15.31 材料科学与工程（办学地点：郫都校[M-3ddadf05929ea0b4]；16.32 自动化（办学地点：郫都校区）[M-197051f7ddaff2bf]；17.33 储能科学与工程（办学地点：郫都校資高計考院校专业组及乏业代号区）[M-8c3aca6c43a440b9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-bbcdd6f54be8c2c6,STABLEGROUP-6e06ffe7b4b291db
R3GROUP-41bda6ea576a50ca,主线,C1-不限地区主线完整候选池,稳冲观察,false,false,38.8,城市仅展示不参与筛选排序,命中方向：环境1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H322,赣南师范大学,H32208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,V3-历史线索普通留存,R2-P1页列集中核,H3-历史最高线高于等位分15分内,1,11,11,158,right,1.23 环境科学（办学地点：蓉江校区）[M-42f1256ef98b4882]；2.24 能源与环境系统工程（办学地点：蓉江校区）[M-decc02fd3928e7c7]；3.25 土地科学与技术（办学地点：蓉江校[M-56d62d86d5ff45a0],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-0c8b6406b5f4ab3b,STABLEGROUP-79c5d3434fc4886e
R3GROUP-2f4e9dcb91c6f705,主线,C1-不限地区主线完整候选池,高冲暂缓,false,false,38.8,城市仅展示不参与筛选排序,命中方向：数字媒体1个、计算机/AI/软件3个、电子/网络2个；历史线索：H5-历史最高线高于等位分30分以上；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H026,浙江传媒学院,H02606,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,7,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,61,53,141,right,1.31 虚拟现实技术（办学地点：杭州钱塘校[M-17f481b93a7ac33a]；2.32 智能视听工程（办学地点：杭州钱塘校[M-c637a6058d82c288]；3.33 数字媒体技术（办学地点：杭州钱塘校[M-bf0983f360150462]；4.34 软件工程（办学地点：杭州钱塘校区）[M-80eec545ccfbf9d7]；5.35 电子科学与技术（演艺工程与舞台技术；办学地点：杭州钱塘校区）[M-5fd054de901efdb3]；6.36 网络工程（办学地点：杭州钱塘校区）[M-5065990aa97fb278]；7.37 人工智能（办学地点：杭州钱塘校区）[M-06e7b384c852abb9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-74160594692a9e74,STABLEGROUP-5c617e5b2ac77d06
R3GROUP-2583f433d9e9853b,主线,C1-不限地区主线完整候选池,稳冲观察,false,false,38.6,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、机械/自动化/机器人1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F698,绥化学院,F69806,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,2,2,-10,126,right,1.07 电气工程及其自动化[M-c77d1c3f0b1771be]；2.08 计算机科学与技术[M-b3a6e7a64dcb0659]；3.09 水利水电工程[M-392824e47f55c7e4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-989ef1861dba920e,STABLEGROUP-0e29cc93fd59518c
R3GROUP-1c0d08e106ec975c,主线,C1-不限地区主线完整候选池,稳冲观察,false,false,38.6,城市仅展示不参与筛选排序,命中方向：环境1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F389,内蒙古师范大学,F38905,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,V3-历史线索普通留存,R4-P3低风险抽检,H3-历史最高线高于等位分15分内,1,12,12,112,left,1.05 环境科学（办学地点：盛乐校区）[M-95aff267c70f06b0],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,G-0771ff9574b79485,STABLEGROUP-4cfcd2c55b4a1929
R3GROUP-e46e048dfc45802f,主线,C1-不限地区主线完整候选池,稳冲观察,false,false,38.2,城市仅展示不参与筛选排序,命中方向：工商/旅游管理1个；历史线索：H3-历史最高线高于等位分15分内；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F585,吉林农业大学,F58503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,V3-历史线索普通留存,R4-P3低风险抽检,H3-历史最高线高于等位分15分内,3,9,-15,120,right,1.03 市场营销（办学地点：净月校区）[M-bb1e7845df6e66e5]；2.04 传播学（办学地点：净月校区）[M-538aa164cb466918],保留为机器初筛观察池，等官方计划或人工抽检结果后再排序。,低风险抽检发现异常时升级同页列/同校/同组。,G-d2676ed53a70b479,STABLEGROUP-2e042e123299fdbf
R3GROUP-0ae7cb7748cc6199,主线,C1-不限地区主线完整候选池,高冲暂缓,false,false,38.2,城市仅展示不参与筛选排序,命中方向：数字媒体1个、计算机/AI/软件4个、电子/网络1个；历史线索：H5-历史最高线高于等位分30分以上；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C108,江汉大学,C10811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,5,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,69,31,69,right,1.62 数学与应用数学[M-52f79766278247e1]；2.63 电子信息工程[M-d6c12785e3921d36]；3.64 人工智能[M-f7fac43e81c17b78]；4.65 计算机科学与技术[M-9dc0a84ff7287aa8]；5.66 计算机科学与技术（智能与软件实验[M-1200fbb8e7a2ed41]；6.67 数据科学与大数据技术[M-9162c0db00afc0fa]；7.68 数字媒体技术KA◎Z[M-2e4cfb5c1e02763a]；8.GA 及专业代号[M-6f45e0358062a335],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-06d6761ecafe9d62,STABLEGROUP-400feb2baf7ef3ef
R3GROUP-2c74b960a50526c7,主线,C1-不限地区主线完整候选池,高冲暂缓,false,false,38.2,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个、电子/网络2个、机械/自动化/机器人1个；历史线索：H5-历史最高线高于等位分30分以上；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F869,江苏科技大学,F86903,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,4,0,1,2,4,0,0,0,0,0,0,0,0,0,23,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,79,66,131,left,1.05 船舶与海洋工程[M-95ec88f9b0d446ca]；2.06 海洋工程与技术[M-9b266bd0876050dd]；3.07 港口航道与海岸工程[M-5871bb8a94e43c55]；4.08 机械类（机械设计制造及基自动化；机械电子工程；智能制造工程）[M-377c067616fa0d58]；5.09 智能感知工程[M-7b608f958ada916c]；6.10 接技术与工程卫金属材料工程[M-ad7e30cfd433ae3b]；7.12 高分子材料与工程[M-4c825a7cb5341806]；8.13 材料成型及控制工程[M-a2bf4e6e5bc5e881]；9.14 计算机科学与技术（办学地点：江苏镇江）[M-646969132628b9b1]；10.15 信息安全（办学地点：江苏镇江）[M-b397d4f0349cd976]；11.16 人工智能（办学地点：江苏镇江）[M-88b181465e96737d]；12.17 熊源动力类（能源与动力工程：新能源科学与工程）[M-6bad4079616f4f3d]；13.18 建筑环境与能源应用工程[M-8aaf273f12736624]；14.19 土木工程[M-d24c9cceab8f9fec]；15.20 生物技术[M-d3c4ee3f5fec3eea]；16.21 蚕学[M-b5abb38e76090817]；17.22 新能源材料与器件[M-ba56e4a26ebb8ec4]；18.23 粮食工程（办学地点：江苏镇江）[M-65bea328ea5780e5]；19.24 食品科学与工程类（食品质量与安全食品科学与工程；办学地点：江苏镇[M-a9e3c6b894e1b6e1]；20.25 电子信息类（电子信息工程；电子信息科学与技术；通信工程；办学地点：江苏镇江）[M-34be78f4468633b6]；21.26 水声工程（办学地点：江苏镇江）[M-e29e756c92cc2be6]；22.27 海洋信息工程（办学地点：江苏镇江）[M-826d57fcc83510b3]；23.28 数据科学[M-8a21acd6922836bc],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-bbdab3b553d9c7f6,STABLEGROUP-8a83560a7599e394
R3GROUP-9afc21067e81b700,主线,C1-不限地区主线完整候选池,高冲暂缓,false,false,38.2,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件4个、电子/网络2个、机械/自动化/机器人5个、环境1个、农业1个；历史线索：H5-历史最高线高于等位分30分以上；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A117,河海大学,A11704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,5,2,4,1,0,0,0,1,0,0,0,0,28,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,114,108,32,left,1.13 水文与水资源工程（大一、大三、大四在南京相应校区学习，太一在常州校区学习；办学地点：江宁校区［4|水务工程（大一、大三、大四在南京相校区学习，大二在常州校区学习；办学地点：江宁校区）[M-8bf658bdb8691cef]；2.15 水利水电工程（大一、大三、大四在南，大二在常州校区学京相座校区学习，匀：办学地点：江宁校区）[M-7509815686971ba0]；3.16 智慧水利（大一、大三、大四在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-76b5c11318be0f13]；4.17 舍工程（大一、大三、大四在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-6529edf4927d0719]；5.19 船舶与海洋工程（大一、大三、大四在南京相应校区学习，大二在常州校区学习：办学地点：江宁校区）[M-4fabd1adc3fe617c]；6.20 生木工程（大一、大三、大四在南京相应校区学习，太二在常州校区学习；办学地点：江宁校区）[M-fa7a30cd6142edbb]；7.2 智能建造（大一、大三、大四在南京相校区学习，大二在常州校区学习；办学地点：江宁校区）[M-403df87dce74bca4]；8.22 给排水科学与工程（大一、大三在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-fa1d747e3cbdbf4f]；9.24 电气工程及其自动化（大一、大三、太四在南京相应校区学习，太二在常州校区学习；办学地点：江宁校区）[M-59eb37af2f4742b4]；10.25 计算机科学与技术（大一、大三、大四在南京相应校区学习，太二在常州校区学习：办学地点：江宁校区）[M-350c047d959f5719]；11.26 软件工程（大一、大三、大四在南京相应校区学习，太二在常州校区学习；办学地点：江宁校区）[M-4852dd67123d0934]；12.27 工程力学（科教融汇菁英班；大一、大三、大四在南京相应校区学习，大二在常州校区学习：办学地点：江宁校区）[M-619fe2530afc7f13]；13.28 测绘工程（大一、大三、大四在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-6a0afa21d14222ec]；14.29 地质工程（产教融合卓越班：大一、太三、大四在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-db9f0376d0f6a73a]；15.30 农业水利工程（产教融合卓越班：大、大三、大四在南京相应校区学习，大二在常州校区学习；办学地点：江宁校区）[M-fb51854c2cfb15c3]；16.31 海洋科学（大一、大三、大四在南京相資高計孝院校专业组及专业代号应校区学习，太二在常州校区学习；办学地点：江宁校区）[M-11706359b3259753]；17.32 遥感科学与技术（大一、大三、太四在南京相应校区学习，大二在常州校区学习：办学地点：江宁校区）[M-fbf4d423b12e8459]；18.33 数学类（数学与应用数学：信息与计算科学；大一、大三、大四在南京相应材区学习，大二在常州校区学习：办学北[M-5db49043d33488ff]；19.34 环境工程（大萬拔尖人才培养班：大、大三、大四在南京相应校区学习大二在常州校区学习；办学地点：江宁校区）[M-1099ab16445cc7ff]；20.35 机械工程（大一在南京相应校区学习大二起在常州校区学习）[M-7884c8e9fb03cade]；21.36 机器人工程（大一在南京相应校区学习，大二起在常州校区学习）[M-b728f3e89cb96f98]；22.37 通信工程（大一在南京相应校区学习，大二起在常州校区学习）[M-964d861cb12a9f72]；23.38 物联网工程（大一在南京相应校区学习，大二起在常州校区学习）[M-7b57cf3084b3a979]；24.39 人工智能（大一在南京相应校区学习，大二起在常州校区学习）[M-5210cb82b884b8ac]；25.40 自动化（大一在南京相应校区学习，大二起在常州校区学习）虹1 新能源科学与工程（大一在南京相应校区学习，大二起在常州校区学习）[M-532f88f278bab530]；26.42 储能科学与工程（大一在南京相应校区学习，大二起在常州校区学习）[M-5d88453455659df9]；27.43 材料科学与工程（大一在南京相应校区学习，大二起在常州校区学习）[M-c5b6e61192a598e4]；28.44 智能制造工程（未来技术班：大一在南京相应校区学习，大二起在常州校区学习）[M-e59828961ae05815],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-b4ebb48fa557e565,STABLEGROUP-2f61e3f8c7a0d7a0
R3GROUP-a99677ab1e27c542,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K578,天水师范大学,K57804,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-14,-14,229,right,1.08 地理科学（师范类）K579河西学院（公办）（甘肃）化学[M-cc51dbc9a3191d44],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-99e77dac095dba38,STABLEGROUP-ec876e9b53234c2e
R3GROUP-e86245bf5e384880,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K167,四川文理学院,K16705,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-10,-10,212,left,1.07 化学工程与工艺（办学地点：南坝校[M-a63ab25aa1345f82]；2.08 水质科学与技术（办学地点：南坝校K169 乐山师范学院（公办）（四川）[M-6e0b387b6ba37929],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-0f4b397fa17df7ce,STABLEGROUP-d936982ca9a155fc
R3GROUP-b61f688e11dcdc68,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C118,黄冈师范学院,C11814,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-7,-7,73,right,1.74 地理科学（师范类）C125 武汉轻工大学（公办）（湖北）[M-59335c6d2506ec84],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9e1a6b849502e148,STABLEGROUP-561397f91b5b2cbe
R3GROUP-6ffada4148f0290a,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：工商/旅游管理2个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K748,塔里木大学,K74802,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,V3-历史线索普通留存,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-7,-21,233,left,1.04 国际经济与贸易[M-1e6a76ce8800d775]；2.05 财务管理（该专业有体检限制，详见学校招生章程）[M-e4cfd3297f19aa7d]；3.06 工商管理（该专业有体检限制，详见学校招生章程）[M-fcd9b7a7ef939711]；4.07 农林经济管理（该专业有体检限制，详见学校招生章程）[M-d8457346d5c830bc],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-4796106713f12ee5,STABLEGROUP-f0571ddb09e6ecf7
R3GROUP-d085def62c0bd563,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K362,楚雄师范学院,K36204,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-6,-6,220,right,1.10 思想政治教育（师范类）院校专业组及专业代号[M-210be8159546bc96],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-2640247c91fc6979,STABLEGROUP-a5aff459bc1295ac
R3GROUP-d5fcba554b188f69,主线,C1-不限地区主线完整候选池,稳妥观察,false,false,38.0,城市仅展示不参与筛选排序,命中方向：师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H436,泰山学院,H43606,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-5,-5,168,left,1.08 生物科学（师范类）[M-a13154785a8cbe4b]；2.09 生物技术H437 济宁学院（公办）（山东）H4370］ 济宁学院第 01组[M-3f9d786ed8410f0f]；3.01 应用统计学H438 菏泽学院（公办）（山东）[M-61086df9d249bb14],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-17f35d9ba937d28b,STABLEGROUP-8429b406e739a2a6
