第三轮候选ID,第三轮池,第三轮层级,第三轮建议梯度,是否进入家庭讨论,是否可作为定稿依据,不限地区排序分,城市筛选口径,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R3GROUP-64fa78160b101828,主线,U1-保底稳妥不限地区,稳妥观察,true,false,69.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、电子/网络1个、机械/自动化/机器人2个、师范1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,H906,梧州学院,H90603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,8,V0-默认不进主方案风险,R1-P0整组先核,H2-历史最高线不高于等位分,3,-3,-17,197,right,1.08 机械设计制造及其自动化[M-acf3bf8b18edaa62]；2.09 材料成型及控制工程[M-8b0d7eb3451b7406]；3.10 机械电子工程[M-b65e8f9e36171a5e]；4.11 食品科学与工程（不招色盲、色弱考[M-8089b9f6e51f312b]；5.12 茶学（农林类：不招色盲、色弱考生）[M-591e91b2abe9951f]；6.13 中药学（不招色盲、色弱考生）[M-c06366ecd2d7bb63]；7.14 计算机科学与技术[M-cf9b7ef847a466af]；8.15 通信工程H907 广西科技师范学院（公办）（广西）[M-1480a0b6edf50e45],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-cbfe8c3f3a1ec9f7,STABLEGROUP-98f316e9a830740c
R3GROUP-c0fa1458bd7462c6,主线,U1-保底稳妥不限地区,稳妥观察,true,false,68.0,城市仅展示不参与筛选排序,命中方向：电子/网络2个、机械/自动化/机器人1个、环境1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H574,河南工程学院,H57404,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,11,V3-历史线索普通留存,R1-P0整组先核,H2-历史最高线不高于等位分,3,-1,-9,176,right,1.07 数学与应用数学（办学地点：龙湖校[M-e71f3f83a3f2a4fc]；2.08 信息与计算科学（办学地点：龙湖校杂引及趣业代号区）[M-bacafe1c3f85ed49]；3.09 应用物理学（办学地点：龙湖校区）[M-14cab87041855971]；4.10 电气工程及其自动化（办学地点：龙湖校区）二1电子科学与技术（办学地点：龙湖校[M-9e12ef21fd87f195]；5.12 通信工程（办学地点：龙湖校区）[M-939ddb910753e9d6]；6.13 土木工程（办学地点：龙湖校区）[M-f057f08b9a2940e7]；7.14 化学工程与工艺（办学地点：桐柏路校[M-cac985a9290b4e11]；8.15 资源勘查工程（办学地点：龙湖校区）[M-474aebf882cd5b79]；9.16 环境工程（办学地点：龙湖校区）[M-c55bb3cb1b4dd626]；10.17 安全工程（办学地点：龙湖校区）[M-c7b4f37909099801]；11.18 智能车辆工程（办学地点：龙湖校区）[M-dec7cacbd9f319ee],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-5709d8125378cca1,STABLEGROUP-3302e77ae0885153
R3GROUP-b995d04bf7f65f91,主线,U1-保底稳妥不限地区,稳妥观察,true,false,68.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、电子/网络1个、机械/自动化/机器人1个、师范2个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K473,宝鸡文理学院,K47302,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,-1,-9,225,left,1.02 化学（师范荟；不招色弱、色盲；办学地点：高新校区）03（统计学（办学地点：高新校区）[M-aefad7218e0d9ff7]；2.04 电气工程及其自动化（办学地点：石鼓Z[M-5c829e557d31c40c]；3.GA OKA院校代号[M-e157f457721ea3b3]；4.05 物联网工程（办学地点：石鼓校区）K474 咸阳师范学院（公办）（陕西）[M-5c5f921a61f59f91],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-1a6ca29d4c3e2c13,STABLEGROUP-8dae4acb66851c0b
R3GROUP-26f1fa90b73c623e,主线,U1-保底稳妥不限地区,稳妥观察,true,false,66.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、工商/旅游管理1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K782,新疆科技学院,K78205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-7,-29,237,left,1.12 数字经济（办学地点：鸿雁校区）[M-ac8ceeeb48ef3fa7]；2.13 金融科技（办学地点：鸿雁校区）[M-f4d0357a7f26db48]；3.14 大数据管理与应用（办学地点：鸿雁校区）[M-09687f19b394e4b2]；4.15 物流工程（办学地点：鸿雁校区）[M-f93134d79b6ede6a]；5.16 电子商务（办学地点：鸿雁校区）[M-34142fd6864c12a6],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1179396e0cacf442,STABLEGROUP-edc4e20c5c1abafc
R3GROUP-b4e4e2398006c51a,主线,U1-保底稳妥不限地区,稳妥观察,true,false,65.0,城市仅展示不参与筛选排序,命中方向：电子/网络3个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,C127,湖北工程学院,C12707,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,V3-历史线索普通留存,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-12,-14,74,right,1.32 物理学[M-644e43ea080fa539]；2.33 电子信息工程[M-4d10d184aed0f126]；3.34 光电信息科学与工程[M-cf4afdb8372b8417]；4.35 电子信息科学与技术[M-f8bfb76d34084a81],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-3b38b76a9fd11177,STABLEGROUP-ffd7819245de2449
R3GROUP-7b071a65751e534a,主线,U1-保底稳妥不限地区,稳妥观察,true,false,65.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、机械/自动化/机器人2个、师范1个、环境1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H326,萍乡学院,H32602,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-3,-11,159,right,1.03 机械设计制造及其自动化[M-af869322a7df0ca1]；2.04 机器人工程[M-dd97e3fbade8493d]；3.05 智能科学与技术[M-9166242e6b7b500c]；4.06 环境科学与工程H327 江西科技师范大学（公办）（江西）[M-7456fc8621e6c2ca],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f21ad57f496d2c62,STABLEGROUP-c60c28de6abe2abd
R3GROUP-71f45cc6c63b45ea,主线,U1-保底稳妥不限地区,稳妥观察,true,false,64.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H576,南阳理工学院,H57613,13,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,V1-偏好专业优先线索,R3-P2官网后人工确认,H2-历史最高线不高于等位分,1,-19,-19,177,left,1.25 软件工程（智能软件开发方向）[M-edf8665ccd9f1beb],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-f1282fdd04bf7b63,STABLEGROUP-ec0246305b811577
R3GROUP-480722ec7cb6a8c1,主线,U1-保底稳妥不限地区,稳妥观察,true,false,64.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F696,哈尔滨学院,F69604,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,2,-14,-14,126,right,1.10 智能建造[M-bc73f96173ffb33e]；2.11 土木工程[M-693e1809d0d8cee9]；3.12 城市地下空间工程[M-04e9526b21613de1]；4.13 电气工程与智能控制[M-2693545eb39c487f]；5.14 人工智能[M-07323152f5f7493e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-2ffa51d8da6e79de,STABLEGROUP-2d529a2f25018683
R3GROUP-c20b38af08a2e5fd,主线,U1-保底稳妥不限地区,稳妥观察,true,false,64.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A207,北方民族大学,A20709,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,0,-9,58,left,1.37 信息与计算科学[M-bddfe99340a08647]；2.38 数学与应用数学[M-a740f14838ad81d0]；3.39 统计学[M-21075ae8d509774c]；4.40 数据科学与大数据技术[M-5591813d562ea248],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-1553d54f9a9f074e,STABLEGROUP-8cf24db45667c226
R3GROUP-1651edbfe3debeb0,主线,U1-保底稳妥不限地区,稳妥观察,true,false,64.0,城市仅展示不参与筛选排序,命中方向：师范2个、工商/旅游管理1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F192,廊坊师范学院,F19202,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,3,0,-14,101,right,1.05 学前教育（师范类；办学地点：廊坊校[M-27660ebcc50bac90]；2.06 新闻学（办学地点：廊坊校区）[M-d73bee87d264c211]；3.07 历史学（师范类；办学地点：廊坊校区）[M-499d72dd2f774902]；4.08 会计学（办学地点：空港校区）XGAAI专业组及专业[M-7110a2c5f3beaddb],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-e63fb5861f1dcee2,STABLEGROUP-6c3c37b649661f52
R3GROUP-8ac293b9ca917c00,主线,U1-保底稳妥不限地区,稳妥观察,true,false,64.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F704,黑龙江工程学院,F70403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,0,-10,127,right,1.06 交通运输类（交通运输、交通工程）[M-682479cadf6e4e40]；2.07 数据科学与大数据技术[M-4d27f07a0ac17002]；3.08 生木类（土木工程、道路桥梁与菠河工[M-67b827dd44963ea9]；4.09 高分子材料与工程[M-7acc00b24477483c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-80eeafc2cc95e28c,STABLEGROUP-926da82c876262ea
R3GROUP-1d768120d2d858e7,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、师范2个、农业1个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,K362,楚雄师范学院,K36203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,1,2,0,0,1,1,0,0,0,0,0,0,0,2,5,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-19,-19,220,right,1.05 数学与应用数学（师范类）[M-672d4ef9450e4096]；2.06 化学（师范类：色觉异常及不能准确识别颜色者不予录取）[M-2221fd5bbd62adee]；3.07 葡萄与葡萄酒工程（身体条件要求详见学校招生章程）[M-270b815604ba8a79]；4.08 人工智能[M-445e864efef6cd07]；5.09 农学（作物遗传育种方向：色觉异常及不能准确识别颜色者不予录取）[M-fb59cd3435e5f600],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-3adf7959372a709c,STABLEGROUP-6ecfc113892aae4a
R3GROUP-96f2fc9494b0be00,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：计算机/AI/软件1个、师范3个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,结构或组内边界需先核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K474,咸阳师范学院,K47403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,1,-11,-11,225,right,1.05 物理学（师范类：办学地点：渭城校区）[M-626aad240271a2b9]；2.06 化学（师范类；办学地点：渭城校区）[M-304c50aa6663aa80]；3.07 数据科学（办学地点：滑城校区）K475 渭南师范学院（公办）（陕西）[M-99a6f2238b6d4710],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-412157992c51ccf7,STABLEGROUP-6dfcac1568f5262b
R3GROUP-c372dc81c68906f9,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：师范4个、工商/旅游管理2个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,组内有特殊限制待核,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,C139,荆楚理工学院,C13904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,10,V1-偏好专业优先线索,R1-P0整组先核,H2-历史最高线不高于等位分,2,-2,-15,79,right,1.Z1 X院校专业组及专业代号[M-10b595c969f09f39]；2.15 科学教育（师范类）[M-60c83c1998dc1ee7]；3.16 学前教育（师范类）[M-0e0be1005e359738]；4.17 小学教育（师范类）[M-8780891b8ea90dbe]；5.18 网络与新媒体[M-126c16c55045a49a]；6.19 财务管理[M-c86ea91746875a97]；7.20 物流管理[M-68645cae55b69e0a]；8.21 数字经济[M-159d51cc0aed85ac]；9.22 英语（师范类；外语语种：英语）[M-5a67a45be9bd6776]；10.23 商务英语（外语语种：英语）[M-a332ceb0a9b3f368],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-9def6a5a21eb51d6,STABLEGROUP-121aa65d99c1f2b5
R3GROUP-f321345768379b82,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：师范2个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F192,廊坊师范学院,F19203,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-2,-18,102,left,1.09 化学（师范类：办学地点：廊坊校区）[M-9be2ed885e527950]；2.10 生物科学类（生物科学（师范炎）、生物技术：办学地点：廊坊校区）F193 𧗽水学院（公办）（河北）[M-80bf00091127f8bb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-45c66c099b17d08b,STABLEGROUP-66de11aaf6047a69
R3GROUP-a87877d4e5054295,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：师范2个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K578,天水师范大学,K57803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H2-历史最高线不高于等位分,1,-1,-1,229,right,1.04 化学（师范类）[M-e2e7dccf73fc5f4a]；2.05 数学与应用数学（师范类）[M-02639ec1927a08bd]；3.06 材料成型及控制工程[M-2b6732aa743288e6]；4.07 测绘工程[M-4e11c765ffc71dec],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-5222b0d36a3b95c2,STABLEGROUP-f99d434bb3609cc2
R3GROUP-dad078484cddedcf,主线,U1-保底稳妥不限地区,稳妥观察,true,false,62.0,城市仅展示不参与筛选排序,命中方向：工商/旅游管理6个；历史线索：H2-历史最高线不高于等位分；城市口径：城市仅展示不参与筛选排序；家庭口径：优先公办本科、普通学费，年学费上限15000；护理/助产、动物医学/兽医/动物科学暂不纳入。；仍需回看第19期原页、湖北官方侧和招生章程。,仍需完整组核验,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K755,新疆财经大学,K75503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,V3-历史线索普通留存,R2-P1页列集中核,H2-历史最高线不高于等位分,3,-1,-10,235,right,1.18 金融学[M-f03c4ef1f39ebfb6]；2.19 金融工程[M-695638a4e195323a]；3.20 保险学[M-ce2a99bdc00de329]；4.21 工商管理[M-c7fdfcdc322e608e]；5.22 会计学[M-00eda30bf9920ddc]；6.23 财务管理[M-3a4a989d7c5ef322]；7.24 审计学[M-015c4b80011eb879]；8.25 经济学[M-e4363f30c0b3494d]；9.26 敪字经济[M-d1735d8c54961491]；10.27 财政学[M-d561632684b42e03]；11.28 税收学[M-6b2893557e17734d]；12.29 行政管理（办学地点：北校区）[M-4ff81d294d7fcdb1]；13.30 旅游管理（办学地点：北校区）[M-c004bfaa6313019a]；14.31 酒店管理（办学地点：北校区）[M-21077cdf39ad3ab3]；15.32 国际经济与贸易[M-34b7569d6cac1662]；16.33 国际商务[M-c2e9d7ea6941d366]；17.34 电子商务[M-1228b9acd479c8d3],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-fa79972ed51283db,STABLEGROUP-ed0efbdd2119c255
