第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-3f70c84d5baec5d2,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,江西省,江西省,,H319,江西师范大学,H31916,16,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.52 物理学（师范类；拔尖创新班；办学地点：瑶湖校区）GAZ◎KA院校[M-ecc5465d34d6c41d],瑶湖校区,157,left,R3-P2官网后人工确认,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,28.0,G-fa00fd608f43ad78,STABLEGROUP-53e99106b311fa33
R4GROUP-7e37acfc32455326,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H811,华东交通大学,H81105,05,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,16,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.15 土木工程[M-2c9246c7c391018b]；2.16 木工程（土木、信息计算双学士学[M-429b35322a2620ef]；3.17 土木工程（智慧建维）[M-bd4f7de92e1e5d97]；4.18 建筑环境与能源应用工程[M-eeda185b5db2b163]；5.19 给排水科学与工程（给排水、信息计算双学士学位）[M-9562530de33c47e3]；6.20 机械设计制造及其自动化（第1年在进贤教学点就读，后3年在校本部就[M-30ca5ce9401df96c]；7.21 机械电子工程（第1年在进贤教学点就读，后3年在校本部就读）[M-189d29aa2d0c4937]；8.22 辆工程（第1年在进贤教学点就读后3年在校本部就读）[M-6e5b7ebc4597b6a8]；9.23 测控技术与仪器（第1年在进贤教学点就读，后3年在校本部就读）[M-135d087846cebaf3]；10.24 电气工程及其自动化[M-3714a036f001fdc8]；11.25 自动化[M-28e6eedd855f1c3e]；12.26 轨道交通信号与控制[M-8940ca8e7d514f57]；13.27 交通运输（不招色盲、单色识别不全的考生）[M-8a916057e64a7864]；14.28 铁道工程[M-ac49c2bc6c3672ad]；15.29 测绘工程[M-3916a6207f20af11]；16.30 通信工程[M-57de8be49515e483],,153,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,28.0,G-578db0c9f474a628,STABLEGROUP-0d3bbcfa37c1fa81
R4GROUP-0f98555a51ef44c2,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,江西省,江西省,,H319,江西师范大学,H31918,18,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.64 数学与应用数学（师范类；办学地点：瑶湖校区）[M-d6a17a1286b47a3d]；2.65 华学（师范类：不招色弱、色盲、单色不能识别的考生；办学地点：瑶湖校[M-e830480b0e6c75f6]；3.66 物理学（师范类；办学地点：瑶湖校区）[M-05090f9130a7168e]；4.67 生物科学（师范类；不招色弱、校区）[M-e912c8e83ad75ab8],瑶湖校区；含校区字样，需人工核备注,157,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,24.0,G-dc88646659ed00fc,STABLEGROUP-b91c87ef5b4470c6
R4GROUP-037fe542eaf6bc96,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,江西省,江西省,,H334,南昌师范学院,H33407,07,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.12 物理学（师范类：办学地点：昌北校区）[M-2839323ad8b99bc6]；2.13 人工智能（办学地点：昌北校区）H365江西科技学院（民办）（江西）[M-9f7c1141fda2ab83],昌北校区,160,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,17.0,G-7f23528323cf1a1f,STABLEGROUP-121fac5e80964364
R4GROUP-ccdcb4f26c7f5f15,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,江西省,江西省,,H334,南昌师范学院,H33405,05,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.09 英语（师范类；外语语种：不限，办学地点：昌北校区）[M-2b766f10faea9e2c]；2.10 科学教育（师范类；办学地点：昌北校[M-2446bf41aaa08341],昌北校区,160,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,16.0,G-cfe1b4273ee345ac,STABLEGROUP-5ea47aaa13ca57b4
R4GROUP-5c03682b3c170c72,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H317,江西中医药大学,H31709,09,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.31 计算机科学与技术[M-82f72ed48bddefdf],,156,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,13.0,G-bc66863475564b2b,STABLEGROUP-6a50a8f62f9d91e9
R4GROUP-fc018a1e1eefaad0,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南昌市,教育部所在地,南昌市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,T181,江西飞行学院,T18103,03,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.07 飞行器适航技术（色盲、色弱考生请谨慎报考）[M-0cb38ab454320575]；2.08 无人驾驶航窑器系统工程（色盲、色弱考生请谨慎报考）[M-af0251af316b3242]；3.09 智能飞行器技术[M-fec37616471e37d7]；4.10 飞行器制造工程（色育、色弱、屈光不正（近视眼或远视眼，任何一眼矫正到4.8镜片度数大于800度）和两耳听力均在3米以内的考生请谨慎报考）[M-88434216fcf243e6]；5.11 机械电子工程（色直、色弱、屈光不工（近视眼或远视眼，任何一眼矫正至4.8镜片度数大于800度）和两耳听力均在3米以内的考生请谨慎报考）[M-19edacea602b5797]；6.12 飞行器运维工程（色育、色弱、層光不正（近视眼或远视眼，任何一眼矫正到4.8镜片度数大于800度）和两耳听力均在3米以内的考生请谨慎报考）[M-a7621f78376dea15]；7.13 飞行器动力工程（色盲、色弱、屈光不正（近视眼或远视眼，任何一眼矫正到4.8镜片度数大于800度）和两耳听力均在3米以内的考生请谨慎报考）T563 湖南软件职业技术大学（民办）（湖南）[M-f34470c9043ec04e],,238,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,12.0,G-6e47acdd83b5b72f,STABLEGROUP-2ed9a435f5647f82
R4GROUP-637840d0f358ccba,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,F576,南阳理工学院,F57608,08,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.14 自动化[M-93c96c2c7dfa0fa9]；2.15 机器人工程[M-69a0da5692fc6de7],,177,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,32.0,G-57c5aa903120f4c6,STABLEGROUP-b4586582ed02203e
R4GROUP-7ed4130383f4142b,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,南阳市,教育部所在地,南阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河南省,河南省,,F576,南阳理工学院,F57607,07,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.12 机械设计制造及其自动化[M-f8652832d2e3d81f]；2.13 智能车辆工程[M-e59d8b49557a49d5],,177,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,28.0,G-1cb3d5a8b6e07972,STABLEGROUP-d766797a67511f64
R4GROUP-05fc6af13b6d9c7b,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,厦门市,教育部所在地,厦门市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,福建省,教育部,,A131,厦门大学,A13104,04,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,暂不判断-组内存在学费字段待核,主线机器门禁通过，仍需完整专业组人工核验。,1.10 法学（含涉外法治人才基地实验班选拔：入校后可选拔进入涉外法治人才基地实验班；办学地点：思明校区）[M-2591d981c9a79c41]；2.1 经济学类（含双学士学位项目选拔；金融学、财政学、税收学、国际经济与贸易、经济学；分流时本专业类内专业任选；入校后可选拔进入王亚南经泣学专业本科创新实验班、财政学国际化试验班、经济学/金融学+数据科学与大数据技术、税收学+法学双学士学位项且等...[M-f3d48e2d1e96c10c]；3.12 会计学（会计、财务、审计，含双学去学位项目选拔：分流时本专业类（食会计学、财务管理、审计学专业）内专业任选：入校后可选拔进入会计学/财务G[M-71a3e12a73f82f9f]；4.A0 KAZ管理+人工智能双学士学位项目；办学地点：思明校区）[M-fed11bbd37f2b076],思明校区,35,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,36.0,G-792ee57628cb1638,STABLEGROUP-6ccbe51d141dabd9
R4GROUP-a139fd65d636c845,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,合肥市,教育部所在地,合肥市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,安徽省,安徽省,,T124,安徽中医药大学,T12410,10,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,6,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.26 医学信息工程（办学地点：少𦯀湖校[M-f7b4b3cbb11e7b9f]；2.27 生物医学工程（不招色觉异常（含色頂、色弱）考生：办学地点：少荃湖校[M-21ab18ed4f2f1b93]；3.28 数据科学与大数据技术（不招单色识别不全者：办学地点：少荃湖校区）[M-2cc28bbbf1fdcf1a]；4.29 计算机科学与技术（不招单色识别不全者；办学地点：少荃湖校区）[M-8254d621b0a092b3]；5.30 人工智能（办学地点：少荃湖校区）[M-abd613cd3daf6159]；6.31 智能医学工程（不招色觉异常（含魚黃、色弱）考生：办学地点：少荃湖校[M-d73d6d36297d3a85],少荃湖校区,145,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,39.0,G-50b68e96dea69642,STABLEGROUP-20dc0a645593adba
R4GROUP-ee68099e415ad392,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,吉安市,教育部所在地,吉安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H323,井冈山大学,H32307,07,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.14 计算机科学与技术（不能准确在显示黄、绿、器上识别红、紫各颜色兰辛莓薯藥能中任何一种颜色的数码、录取到计算机科学与技术等专业）[M-e706faa4d4f5cf33],,158,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,13.0,G-008fd0a8b85e5d80,STABLEGROUP-1713e418c1ac2873
R4GROUP-6ef91f63618bc627,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,吉安市,教育部所在地,吉安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H323,井冈山大学,H32309,09,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.17 物理学（师范类）[M-cb8edfcacb5f1a31]；2.18 数学与应用数学（师范类）院校专业组及专业代号[M-f31d86143778cefc],,158,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,12.0,G-fc4245f7a816ac53,STABLEGROUP-31d0a614e0bca128
R4GROUP-98dfd2fbe3b21090,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,吉安市,教育部所在地,吉安市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,江西省,江西省,,H323,井冈山大学,H32308,08,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.16 智能制造工程[M-e1dee5733b86a401],,158,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,8.0,G-e00ab3e16f8e6394,STABLEGROUP-419bfee5b9b1b169
R4GROUP-357eaef92814f01d,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,历史待补附录,false,false,呼和浩特市,教育部所在地,呼和浩特市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,内蒙古自治区,内蒙古自治区,,F389,内蒙古师范大学,F38906,06,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.06 生态学（办学地点：赛罕校区）F390 内蒙古民族大学（公办）（内蒙）[M-83c8629ca445f6d3],赛罕校区,112,left,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,先补历史投档映射，再核第19期原页、湖北官方侧、招生章程、学费、计划数、选科、校区和调剂范围。,6.0,G-a50ce46805793f35,STABLEGROUP-11dc0d2b2b2ad51f
